,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,,Team,Start Date,End Date
2553,JE Root,7,1,2.0,0,10,0,,,5.0,,0,0,,England,2019-05-01,2019-06-01
2554,JM Bairstow,5,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2555,JC Buttler,5,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2556,BT Foakes,1,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2557,DJ Malan,1,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2558,EJG Morgan,6,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2559,JJ Roy,4,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2560,JM Vince,4,,,,,,,,,,,,,England,2019-05-01,2019-06-01
2561,PJ Cummins,1,1,8.2,0,40,3,3/40,13.33,4.8,16.6,0,0,,Australia,2019-05-01,2019-06-01
2562,A Zampa,1,1,8.0,0,60,3,3/60,20.0,7.5,16.0,0,0,,Australia,2019-05-01,2019-06-01
2563,MP Stoinis,1,1,7.0,1,37,2,2/37,18.5,5.28,21.0,0,0,,Australia,2019-05-01,2019-06-01
2564,MA Starc,1,1,7.0,1,31,1,1/31,31.0,4.42,42.0,0,0,,Australia,2019-05-01,2019-06-01
2565,NM Coulter-Nile,1,1,8.0,1,36,0,,,4.5,,0,0,,Australia,2019-05-01,2019-06-01
2566,AT Carey,1,,,,,,,,,,,,,Australia,2019-05-01,2019-06-01
2567,AJ Finch,1,,,,,,,,,,,,,Australia,2019-05-01,2019-06-01
2568,UT Khawaja,1,,,,,,,,,,,,,Australia,2019-05-01,2019-06-01
2569,GJ Maxwell,1,,,,,,,,,,,,,Australia,2019-05-01,2019-06-01
2570,SPD Smith,1,,,,,,,,,,,,,Australia,2019-05-01,2019-06-01
2571,DA Warner,1,,,,,,,,,,,,,Australia,2019-05-01,2019-06-01
2572,Gulbadin Naib,4,4,34.2,0,192,11,6/43,17.45,5.59,18.7,0,1,,Afghanistan,2019-05-01,2019-06-01
2573,Aftab Alam,3,3,24.5,0,121,6,3/28,20.16,4.87,24.8,0,0,,Afghanistan,2019-05-01,2019-06-01
2574,Dawlat Zadran,4,4,29.0,0,166,4,3/35,41.5,5.72,43.5,0,0,,Afghanistan,2019-05-01,2019-06-01
2575,Rashid Khan,3,3,27.0,0,124,3,2/41,41.33,4.59,54.0,0,0,,Afghanistan,2019-05-01,2019-06-01
2576,Hamid Hassan,2,2,16.0,3,70,2,2/55,35.0,4.37,48.0,0,0,,Afghanistan,2019-05-01,2019-06-01
2577,Mujeeb Ur Rahman,3,3,19.5,1,107,1,1/45,107.0,5.39,119.0,0,0,,Afghanistan,2019-05-01,2019-06-01
2578,Rahmat Shah,4,2,5.0,0,25,1,1/12,25.0,5.0,30.0,0,0,,Afghanistan,2019-05-01,2019-06-01
2579,Mohammad Nabi,2,2,10.0,0,53,0,,,5.3,,0,0,,Afghanistan,2019-05-01,2019-06-01
2580,Sharafuddin Ashraf,1,1,9.0,0,50,0,,,5.55,,0,0,,Afghanistan,2019-05-01,2019-06-01
2581,Asghar Afghan,3,,,,,,,,,,,,,Afghanistan,2019-05-01,2019-06-01
2582,Hashmatullah Shahidi,4,,,,,,,,,,,,,Afghanistan,2019-05-01,2019-06-01
2583,Hazratullah Zazai,3,,,,,,,,,,,,,Afghanistan,2019-05-01,2019-06-01
2584,Mohammad Shahzad,4,,,,,,,,,,,,,Afghanistan,2019-05-01,2019-06-01
2585,Najibullah Zadran,3,,,,,,,,,,,,,Afghanistan,2019-05-01,2019-06-01
2586,Noor Ali Zadran,1,,,,,,,,,,,,,Afghanistan,2019-05-01,2019-06-01
2587,L Ngidi,1,1,10.0,0,66,3,3/66,22.0,6.6,20.0,0,0,,South Africa,2019-05-01,2019-06-01
2588,Imran Tahir,1,1,10.0,0,61,2,2/61,30.5,6.1,30.0,0,0,,South Africa,2019-05-01,2019-06-01
2589,K Rabada,1,1,10.0,0,66,2,2/66,33.0,6.6,30.0,0,0,,South Africa,2019-05-01,2019-06-01
2590,AL Phehlukwayo,1,1,8.0,0,44,1,1/44,44.0,5.5,48.0,0,0,,South Africa,2019-05-01,2019-06-01
2591,JP Duminy,1,1,2.0,0,14,0,,,7.0,,0,0,,South Africa,2019-05-01,2019-06-01
2592,AK Markram,1,1,3.0,0,16,0,,,5.33,,0,0,,South Africa,2019-05-01,2019-06-01
2593,D Pretorius,1,1,7.0,0,42,0,,,6.0,,0,0,,South Africa,2019-05-01,2019-06-01
2594,HM Amla,1,,,,,,,,,,,,,South Africa,2019-05-01,2019-06-01
2595,Q de Kock,1,,,,,,,,,,,,,South Africa,2019-05-01,2019-06-01
2596,F du Plessis,1,,,,,,,,,,,,,South Africa,2019-05-01,2019-06-01
2597,HE van der Dussen,1,,,,,,,,,,,,,South Africa,2019-05-01,2019-06-01
2598,Mohammed Shami,3,3,26.1,2,125,13,5/69,9.61,4.77,12.0,2,1,,India,2019-06-01,2019-07-01
2599,JJ Bumrah,6,6,54.0,5,240,10,3/61,24.0,4.44,32.4,0,0,,India,2019-06-01,2019-07-01
2600,YS Chahal,6,6,54.0,0,329,10,4/51,32.9,6.09,32.4,1,0,,India,2019-06-01,2019-07-01
2601,Kuldeep Yadav,6,6,57.0,2,279,5,2/32,55.8,4.89,68.4,0,0,,India,2019-06-01,2019-07-01
2602,B Kumar,3,3,22.4,0,102,5,3/50,20.4,4.5,27.2,0,0,,India,2019-06-01,2019-07-01
2603,HH Pandya,6,6,49.0,1,282,5,2/44,56.4,5.75,58.8,0,0,,India,2019-06-01,2019-07-01
2604,V Shankar,3,1,5.2,0,22,2,2/22,11.0,4.12,16.0,0,0,,India,2019-06-01,2019-07-01
2605,KM Jadhav,6,3,6.0,0,34,0,,,5.66,,0,0,,India,2019-06-01,2019-07-01
2606,S Dhawan,2,,,,,,,,,,,,,India,2019-06-01,2019-07-01
2607,MS Dhoni,6,,,,,,,,,,,,,India,2019-06-01,2019-07-01
2608,V Kohli,6,,,,,,,,,,,,,India,2019-06-01,2019-07-01
2609,RR Pant,1,,,,,,,,,,,,,India,2019-06-01,2019-07-01
2610,KL Rahul,6,,,,,,,,,,,,,India,2019-06-01,2019-07-01
2611,RG Sharma,6,,,,,,,,,,,,,India,2019-06-01,2019-07-01
2612,Mohammad Amir,6,6,60.0,5,301,13,5/30,23.15,5.01,27.6,0,1,,Pakistan,2019-06-01,2019-07-01
2613,Shaheen Shah Afridi,4,4,38.0,3,199,10,4/47,19.9,5.23,22.8,1,0,,Pakistan,2019-06-01,2019-07-01
2614,Wahab Riaz,6,6,56.0,0,327,10,3/46,32.7,5.83,33.6,0,0,,Pakistan,2019-06-01,2019-07-01
2615,Shadab Khan,5,5,49.0,1,261,7,3/50,37.28,5.32,42.0,0,0,,Pakistan,2019-06-01,2019-07-01
2616,Hasan Ali,3,3,29.0,0,217,2,1/67,108.5,7.48,87.0,0,0,,Pakistan,2019-06-01,2019-07-01
2617,Imad Wasim,4,4,33.0,0,162,2,2/48,81.0,4.9,99.0,0,0,,Pakistan,2019-06-01,2019-07-01
2618,Mohammad Hafeez,6,6,26.0,0,157,2,1/43,78.5,6.03,78.0,0,0,,Pakistan,2019-06-01,2019-07-01
2619,Shoaib Malik,3,3,8.0,0,47,1,1/10,47.0,5.87,48.0,0,0,,Pakistan,2019-06-01,2019-07-01
2620,Asif Ali,2,,,,,,,,,,,,,Pakistan,2019-06-01,2019-07-01
2621,Babar Azam,6,,,,,,,,,,,,,Pakistan,2019-06-01,2019-07-01
2622,Fakhar Zaman,6,,,,,,,,,,,,,Pakistan,2019-06-01,2019-07-01
2623,Haris Sohail,3,,,,,,,,,,,,,Pakistan,2019-06-01,2019-07-01
2624,Imam-ul-Haq,6,,,,,,,,,,,,,Pakistan,2019-06-01,2019-07-01
2625,Sarfaraz Ahmed,6,,,,,,,,,,,,,Pakistan,2019-06-01,2019-07-01
2626,Mohammad Saifuddin,5,5,42.0,2,281,10,3/72,28.1,6.69,25.2,0,0,,Bangladesh,2019-06-01,2019-07-01
2627,Mustafizur Rahman,6,6,52.1,1,350,10,3/59,35.0,6.7,31.3,0,0,,Bangladesh,2019-06-01,2019-07-01
2628,Shakib Al Hasan,6,6,54.0,1,301,10,5/29,30.1,5.57,32.4,0,1,,Bangladesh,2019-06-01,2019-07-01
2629,Mehidy Hasan Miraz,6,6,57.0,0,311,5,2/47,62.2,5.45,68.4,0,0,,Bangladesh,2019-06-01,2019-07-01
2630,Mosaddek Hossain,5,5,28.0,0,156,3,2/33,52.0,5.57,56.0,0,0,,Bangladesh,2019-06-01,2019-07-01
2631,Soumya Sarkar,6,1,8.0,0,58,3,3/58,19.33,7.25,16.0,0,0,,Bangladesh,2019-06-01,2019-07-01
2632,Mashrafe Mortaza,6,6,44.0,1,279,1,1/68,279.0,6.34,264.0,0,0,,Bangladesh,2019-06-01,2019-07-01
2633,Rubel Hossain,1,1,9.0,0,83,0,,,9.22,,0,0,,Bangladesh,2019-06-01,2019-07-01
2634,Litton Das,3,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2635,Mahmudullah,6,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2636,Mohammad Mithun,3,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2637,Mushfiqur Rahim,6,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2638,Sabbir Rahman,1,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2639,Tamim Iqbal,6,,,,,,,,,,,,,Bangladesh,2019-06-01,2019-07-01
2640,LH Ferguson,7,7,63.4,3,316,17,4/37,18.58,4.96,22.4,1,0,,New Zealand,2019-06-01,2019-07-01
2641,TA Boult,7,7,69.0,2,314,13,4/30,24.15,4.55,31.8,2,0,,New Zealand,2019-06-01,2019-07-01
2642,JDS Neesham,7,6,30.0,1,159,9,5/31,17.66,5.3,20.0,0,1,,New Zealand,2019-06-01,2019-07-01
2643,MJ Henry,6,6,50.2,2,261,8,4/47,32.62,5.18,37.7,1,0,,New Zealand,2019-06-01,2019-07-01
2644,C de Grandhomme,7,7,38.0,2,163,5,1/14,32.6,4.28,45.6,0,0,,New Zealand,2019-06-01,2019-07-01
2645,MJ Santner,7,6,44.0,2,213,3,1/5,71.0,4.84,88.0,0,0,,New Zealand,2019-06-01,2019-07-01
2646,KS Williamson,7,2,15.0,0,64,2,1/25,32.0,4.26,45.0,0,0,,New Zealand,2019-06-01,2019-07-01
2647,C Munro,6,1,1.0,0,9,0,,,9.0,,0,0,,New Zealand,2019-06-01,2019-07-01
2648,IS Sodhi,1,1,6.0,0,35,0,,,5.83,,0,0,,New Zealand,2019-06-01,2019-07-01
2649,MJ Guptill,7,,,,,,,,,,,,,New Zealand,2019-06-01,2019-07-01
2650,TWM Latham,7,,,,,,,,,,,,,New Zealand,2019-06-01,2019-07-01
2651,HM Nicholls,1,,,,,,,,,,,,,New Zealand,2019-06-01,2019-07-01
2652,LRPL Taylor,7,,,,,,,,,,,,,New Zealand,2019-06-01,2019-07-01
2653,JC Archer,7,7,66.5,6,343,13,3/29,26.38,5.13,30.8,0,0,,England,2019-06-01,2019-07-01
2654,MA Wood,7,7,61.4,1,335,13,3/18,25.76,5.43,28.4,0,0,,England,2019-06-01,2019-07-01
2655,CR Woakes,7,7,55.0,6,321,9,3/71,35.66,5.83,36.6,0,0,,England,2019-06-01,2019-07-01
2656,AU Rashid,7,7,61.0,0,368,6,3/66,61.33,6.03,61.0,0,0,,England,2019-06-01,2019-07-01
2657,LE Plunkett,3,3,23.0,0,121,5,3/55,24.2,5.26,27.6,0,0,,England,2019-06-01,2019-07-01
2658,MM Ali,4,4,33.0,0,167,4,3/50,41.75,5.06,49.5,0,0,,England,2019-06-01,2019-07-01
2659,BA Stokes,7,7,36.0,1,182,4,3/23,45.5,5.05,54.0,0,0,,England,2019-06-01,2019-07-01
2660,JE Root,7,2,7.0,0,40,2,2/27,20.0,5.71,21.0,0,0,,England,2019-06-01,2019-07-01
2661,JM Bairstow,7,,,,,,,,,,,,,England,2019-06-01,2019-07-01
2662,JC Buttler,7,,,,,,,,,,,,,England,2019-06-01,2019-07-01
2663,EJG Morgan,7,,,,,,,,,,,,,England,2019-06-01,2019-07-01
2664,JJ Roy,4,,,,,,,,,,,,,England,2019-06-01,2019-07-01
2665,JM Vince,3,,,,,,,,,,,,,England,2019-06-01,2019-07-01
2666,MA Starc,8,8,74.2,5,373,24,5/26,15.54,5.01,18.5,2,2,,Australia,2019-06-01,2019-07-01
2667,PJ Cummins,8,8,70.1,6,327,12,3/33,27.25,4.66,35.0,0,0,,Australia,2019-06-01,2019-07-01
2668,JP Behrendorff,3,3,28.0,0,134,8,5/44,16.75,4.78,21.0,0,1,,Australia,2019-06-01,2019-07-01
2669,MP Stoinis,6,6,35.0,1,212,7,2/37,30.28,6.05,30.0,0,0,,Australia,2019-06-01,2019-07-01
2670,KW Richardson,2,2,17.4,1,109,5,3/47,21.8,6.16,21.2,0,0,,Australia,2019-06-01,2019-07-01
2671,A Zampa,4,4,33.0,0,236,5,3/60,47.2,7.15,39.6,0,0,,Australia,2019-06-01,2019-07-01
2672,NM Coulter-Nile,5,5,47.0,2,280,4,2/58,70.0,5.95,70.5,0,0,,Australia,2019-06-01,2019-07-01
2673,AJ Finch,8,2,3.0,0,20,1,1/13,20.0,6.66,18.0,0,0,,Australia,2019-06-01,2019-07-01
2674,NM Lyon,2,2,19.0,0,79,1,1/36,79.0,4.15,114.0,0,0,,Australia,2019-06-01,2019-07-01
2675,SPD Smith,8,1,2.0,0,6,1,1/6,6.0,3.0,12.0,0,0,,Australia,2019-06-01,2019-07-01
2676,GJ Maxwell,8,7,39.0,1,238,0,,,6.1,,0,0,,Australia,2019-06-01,2019-07-01
2677,AT Carey,8,,,,,,,,,,,,,Australia,2019-06-01,2019-07-01
2678,UT Khawaja,8,,,,,,,,,,,,,Australia,2019-06-01,2019-07-01
2679,SE Marsh,2,,,,,,,,,,,,,Australia,2019-06-01,2019-07-01
2680,DA Warner,8,,,,,,,,,,,,,Australia,2019-06-01,2019-07-01
2681,Gulbadin Naib,8,8,62.4,2,402,9,3/68,44.66,6.41,41.7,0,0,,Afghanistan,2019-06-01,2019-07-01
2682,Mohammad Nabi,8,8,62.4,0,279,9,4/30,31.0,4.45,41.7,1,0,,Afghanistan,2019-06-01,2019-07-01
2683,Mujeeb Ur Rahman,6,6,47.5,1,207,7,3/39,29.57,4.32,41.0,0,0,,Afghanistan,2019-06-01,2019-07-01
2684,Dawlat Zadran,4,4,30.0,0,215,6,3/85,35.83,7.16,30.0,0,0,,Afghanistan,2019-06-01,2019-07-01
2685,Rashid Khan,8,7,61.5,1,364,5,2/17,72.8,5.88,74.2,0,0,,Afghanistan,2019-06-01,2019-07-01
2686,Aftab Alam,3,3,20.1,2,115,4,3/45,28.75,5.7,30.2,0,0,,Afghanistan,2019-06-01,2019-07-01
2687,Hamid Hassan,5,5,26.0,3,122,1,1/53,122.0,4.69,156.0,0,0,,Afghanistan,2019-06-01,2019-07-01
2688,Rahmat Shah,8,4,13.0,0,69,1,1/22,69.0,5.3,78.0,0,0,,Afghanistan,2019-06-01,2019-07-01
2689,Samiullah Shinwari,2,1,8.0,0,32,0,,,4.0,,0,0,,Afghanistan,2019-06-01,2019-07-01
2690,Asghar Afghan,5,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2691,Hashmatullah Shahidi,8,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2692,Hazratullah Zazai,5,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2693,Ikram Alikhil,6,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2694,Mohammad Shahzad,2,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2695,Najibullah Zadran,7,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2696,Noor Ali Zadran,3,,,,,,,,,,,,,Afghanistan,2019-06-01,2019-07-01
2697,CH Morris,7,6,54.4,5,278,12,3/13,23.16,5.08,27.3,0,0,,South Africa,2019-06-01,2019-07-01
2698,Imran Tahir,7,6,57.0,0,254,8,4/29,31.75,4.45,42.7,1,0,,South Africa,2019-06-01,2019-07-01
2699,AL Phehlukwayo,7,6,51.0,2,270,8,2/18,33.75,5.29,38.2,0,0,,South Africa,2019-06-01,2019-07-01
2700,K Rabada,7,6,58.0,4,275,6,2/36,45.83,4.74,58.0,0,0,,South Africa,2019-06-01,2019-07-01
2701,L Ngidi,3,3,23.0,1,145,4,3/64,36.25,6.3,34.5,0,0,,South Africa,2019-06-01,2019-07-01
2702,D Pretorius,1,1,10.0,2,25,3,3/25,8.33,2.5,20.0,0,0,,South Africa,2019-06-01,2019-07-01
2703,JP Duminy,3,2,3.0,0,25,1,1/15,25.0,8.33,18.0,0,0,,South Africa,2019-06-01,2019-07-01
2704,AK Markram,6,2,9.0,0,60,1,1/22,60.0,6.66,54.0,0,0,,South Africa,2019-06-01,2019-07-01
2705,BE Hendricks,2,1,5.0,1,25,0,,,5.0,,0,0,,South Africa,2019-06-01,2019-07-01
2706,T Shamsi,1,1,9.0,0,54,0,,,6.0,,0,0,,South Africa,2019-06-01,2019-07-01
2707,HM Amla,6,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2708,Q de Kock,7,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2709,F du Plessis,7,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2710,DA Miller,6,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2711,HE van der Dussen,7,,,,,,,,,,,,,South Africa,2019-06-01,2019-07-01
2712,JJ Bumrah,3,3,30.0,4,131,8,4/55,16.37,4.36,22.5,1,0,,India,2019-07-01,2019-08-01
2713,B Kumar,3,3,29.0,1,167,5,3/43,33.4,5.75,34.8,0,0,,India,2019-07-01,2019-08-01
2714,HH Pandya,3,3,30.0,0,165,5,3/60,33.0,5.5,36.0,0,0,,India,2019-07-01,2019-08-01
2715,YS Chahal,2,2,20.0,0,113,2,1/50,56.5,5.65,60.0,0,0,,India,2019-07-01,2019-08-01
2716,RA Jadeja,2,2,20.0,0,74,2,1/34,37.0,3.7,60.0,0,0,,India,2019-07-01,2019-08-01
2717,Kuldeep Yadav,1,1,10.0,0,58,1,1/58,58.0,5.8,60.0,0,0,,India,2019-07-01,2019-08-01
2718,Mohammed Shami,1,1,9.0,0,68,1,1/68,68.0,7.55,54.0,0,0,,India,2019-07-01,2019-08-01
2719,MS Dhoni,3,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2720,KD Karthik,3,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2721,V Kohli,3,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2722,RR Pant,3,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2723,KL Rahul,3,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2724,RG Sharma,3,,,,,,,,,,,,,India,2019-07-01,2019-08-01
2725,Shaheen Shah Afridi,1,1,9.1,0,35,6,6/35,5.83,3.81,9.1,0,1,,Pakistan,2019-07-01,2019-08-01
2726,Shadab Khan,1,1,9.0,0,59,2,2/59,29.5,6.55,27.0,0,0,,Pakistan,2019-07-01,2019-08-01
2727,Mohammad Amir,1,1,7.0,0,31,1,1/31,31.0,4.42,42.0,0,0,,Pakistan,2019-07-01,2019-08-01
2728,Wahab Riaz,1,1,7.0,0,33,1,1/33,33.0,4.71,42.0,0,0,,Pakistan,2019-07-01,2019-08-01
2729,Imad Wasim,1,1,6.0,0,26,0,,,4.33,,0,0,,Pakistan,2019-07-01,2019-08-01
2730,Mohammad Hafeez,1,1,6.0,1,32,0,,,5.33,,0,0,,Pakistan,2019-07-01,2019-08-01
2731,Babar Azam,1,,,,,,,,,,,,,Pakistan,2019-07-01,2019-08-01
2732,Fakhar Zaman,1,,,,,,,,,,,,,Pakistan,2019-07-01,2019-08-01
2733,Haris Sohail,1,,,,,,,,,,,,,Pakistan,2019-07-01,2019-08-01
2734,Imam-ul-Haq,1,,,,,,,,,,,,,Pakistan,2019-07-01,2019-08-01
2735,Sarfaraz Ahmed,1,,,,,,,,,,,,,Pakistan,2019-07-01,2019-08-01
2736,Mustafizur Rahman,4,4,38.0,1,259,14,5/59,18.5,6.81,16.2,0,2,,Bangladesh,2019-07-01,2019-08-01
2737,Shafiul Islam,3,3,24.0,2,159,6,3/62,26.5,6.62,24.0,0,0,,Bangladesh,2019-07-01,2019-08-01
2738,Soumya Sarkar,5,4,22.0,0,122,5,3/56,24.4,5.54,26.4,0,0,,Bangladesh,2019-07-01,2019-08-01
2739,Mehidy Hasan Miraz,4,4,38.0,0,196,3,1/30,65.33,5.15,76.0,0,0,,Bangladesh,2019-07-01,2019-08-01
2740,Mohammad Saifuddin,2,2,16.0,0,136,3,3/77,45.33,8.5,32.0,0,0,,Bangladesh,2019-07-01,2019-08-01
2741,Rubel Hossain,3,3,26.0,1,157,3,1/48,52.33,6.03,52.0,0,0,,Bangladesh,2019-07-01,2019-08-01
2742,Shakib Al Hasan,2,2,20.0,0,98,1,1/41,98.0,4.9,120.0,0,0,,Bangladesh,2019-07-01,2019-08-01
2743,Taijul Islam,2,2,20.0,3,69,1,1/34,69.0,3.45,120.0,0,0,,Bangladesh,2019-07-01,2019-08-01
2744,Mahmudullah,4,2,4.0,0,26,0,,,6.5,,0,0,,Bangladesh,2019-07-01,2019-08-01
2745,Mashrafe Mortaza,2,2,12.0,0,82,0,,,6.83,,0,0,,Bangladesh,2019-07-01,2019-08-01
2746,Mosaddek Hossain,4,4,22.0,0,136,0,,,6.18,,0,0,,Bangladesh,2019-07-01,2019-08-01
2747,Sabbir Rahman,4,1,2.4,0,20,0,,,7.5,,0,0,,Bangladesh,2019-07-01,2019-08-01
2748,Anamul Haque,1,,,,,,,,,,,,,Bangladesh,2019-07-01,2019-08-01
2749,Litton Das,2,,,,,,,,,,,,,Bangladesh,2019-07-01,2019-08-01
2750,Mohammad Mithun,3,,,,,,,,,,,,,Bangladesh,2019-07-01,2019-08-01
2751,Mushfiqur Rahim,5,,,,,,,,,,,,,Bangladesh,2019-07-01,2019-08-01
2752,Tamim Iqbal,5,,,,,,,,,,,,,Bangladesh,2019-07-01,2019-08-01
2753,MJ Henry,3,3,30.0,3,131,6,3/37,21.83,4.36,30.0,0,0,,New Zealand,2019-07-01,2019-08-01
2754,JDS Neesham,3,3,24.3,1,133,6,3/43,22.16,5.42,24.5,0,0,,New Zealand,2019-07-01,2019-08-01
2755,TA Boult,3,3,30.0,2,165,4,2/42,41.25,5.5,45.0,0,0,,New Zealand,2019-07-01,2019-08-01
2756,LH Ferguson,2,2,20.0,0,93,4,3/50,23.25,4.65,30.0,0,0,,New Zealand,2019-07-01,2019-08-01
2757,MJ Santner,3,3,23.0,2,110,3,2/34,36.66,4.78,46.0,0,0,,New Zealand,2019-07-01,2019-08-01
2758,C de Grandhomme,3,3,13.0,2,49,1,1/25,49.0,3.76,78.0,0,0,,New Zealand,2019-07-01,2019-08-01
2759,TG Southee,1,1,9.0,0,70,1,1/70,70.0,7.77,54.0,0,0,,New Zealand,2019-07-01,2019-08-01
2760,MJ Guptill,3,,,,,,,,,,,,,New Zealand,2019-07-01,2019-08-01
2761,TWM Latham,3,,,,,,,,,,,,,New Zealand,2019-07-01,2019-08-01
2762,HM Nicholls,3,,,,,,,,,,,,,New Zealand,2019-07-01,2019-08-01
2763,LRPL Taylor,3,,,,,,,,,,,,,New Zealand,2019-07-01,2019-08-01
2764,KS Williamson,3,,,,,,,,,,,,,New Zealand,2019-07-01,2019-08-01
2765,CR Woakes,3,3,25.0,0,101,7,3/20,14.42,4.04,21.4,0,0,,England,2019-07-01,2019-08-01
2766,MA Wood,3,3,28.0,1,128,5,3/34,25.6,4.57,33.6,0,0,,England,2019-07-01,2019-08-01
2767,JC Archer,3,3,27.0,1,91,4,2/32,22.75,3.37,40.5,0,0,,England,2019-07-01,2019-08-01
2768,LE Plunkett,3,3,26.0,0,114,4,3/42,28.5,4.38,39.0,0,0,,England,2019-07-01,2019-08-01
2769,AU Rashid,3,3,23.0,0,123,4,3/54,30.75,5.34,34.5,0,0,,England,2019-07-01,2019-08-01
2770,BA Stokes,3,3,12.0,0,52,1,1/10,52.0,4.33,72.0,0,0,,England,2019-07-01,2019-08-01
2771,JE Root,3,1,3.0,0,15,0,,,5.0,,0,0,,England,2019-07-01,2019-08-01
2772,JM Bairstow,3,,,,,,,,,,,,,England,2019-07-01,2019-08-01
2773,JC Buttler,3,,,,,,,,,,,,,England,2019-07-01,2019-08-01
2774,EJG Morgan,3,,,,,,,,,,,,,England,2019-07-01,2019-08-01
2775,JJ Roy,3,,,,,,,,,,,,,England,2019-07-01,2019-08-01
2776,MA Starc,2,2,18.0,0,129,3,2/59,43.0,7.16,36.0,0,0,,Australia,2019-07-01,2019-08-01
2777,PJ Cummins,2,2,16.0,0,100,2,1/34,50.0,6.25,48.0,0,0,,Australia,2019-07-01,2019-08-01
2778,NM Lyon,2,2,15.0,0,102,2,2/53,51.0,6.8,45.0,0,0,,Australia,2019-07-01,2019-08-01
2779,JP Behrendorff,2,2,16.1,2,93,1,1/55,93.0,5.75,97.0,0,0,,Australia,2019-07-01,2019-08-01
2780,GJ Maxwell,2,1,10.0,0,57,0,,,5.7,,0,0,,Australia,2019-07-01,2019-08-01
2781,SPD Smith,2,2,2.0,0,26,0,,,13.0,,0,0,,Australia,2019-07-01,2019-08-01
2782,MP Stoinis,2,2,5.0,0,32,0,,,6.4,,0,0,,Australia,2019-07-01,2019-08-01
2783,AT Carey,2,,,,,,,,,,,,,Australia,2019-07-01,2019-08-01
2784,AJ Finch,2,,,,,,,,,,,,,Australia,2019-07-01,2019-08-01
2785,PSP Handscomb,1,,,,,,,,,,,,,Australia,2019-07-01,2019-08-01
2786,UT Khawaja,1,,,,,,,,,,,,,Australia,2019-07-01,2019-08-01
2787,DA Warner,2,,,,,,,,,,,,,Australia,2019-07-01,2019-08-01
2788,Dawlat Zadran,1,1,9.0,1,73,2,2/73,36.5,8.11,27.0,0,0,,Afghanistan,2019-07-01,2019-08-01
2789,Mohammad Nabi,1,1,10.0,0,56,1,1/56,56.0,5.6,60.0,0,0,,Afghanistan,2019-07-01,2019-08-01
2790,Rashid Khan,1,1,10.0,0,52,1,1/52,52.0,5.2,60.0,0,0,,Afghanistan,2019-07-01,2019-08-01
2791,Sayed Shirzad,1,1,8.0,0,56,1,1/56,56.0,7.0,48.0,0,0,,Afghanistan,2019-07-01,2019-08-01
2792,Gulbadin Naib,1,1,3.0,0,18,0,,,6.0,,0,0,,Afghanistan,2019-07-01,2019-08-01
2793,Mujeeb Ur Rahman,1,1,10.0,0,52,0,,,5.2,,0,0,,Afghanistan,2019-07-01,2019-08-01
2794,Asghar Afghan,1,,,,,,,,,,,,,Afghanistan,2019-07-01,2019-08-01
2795,Ikram Alikhil,1,,,,,,,,,,,,,Afghanistan,2019-07-01,2019-08-01
2796,Najibullah Zadran,1,,,,,,,,,,,,,Afghanistan,2019-07-01,2019-08-01
2797,Rahmat Shah,1,,,,,,,,,,,,,Afghanistan,2019-07-01,2019-08-01
2798,Samiullah Shinwari,1,,,,,,,,,,,,,Afghanistan,2019-07-01,2019-08-01
2799,K Rabada,1,1,10.0,0,56,3,3/56,18.66,5.6,20.0,0,0,,South Africa,2019-07-01,2019-08-01
2800,AL Phehlukwayo,1,1,2.5,0,22,2,2/22,11.0,7.76,8.5,0,0,,South Africa,2019-07-01,2019-08-01
2801,D Pretorius,1,1,6.0,2,27,2,2/27,13.5,4.5,18.0,0,0,,South Africa,2019-07-01,2019-08-01
