player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,economy_rate,average
JL Aras,Bowler,5,83.33333333333334,6,1,96,133,37,0,37,17,20,0,Scotland,0.7218045112781954,96.0
HR Huddleston,Bowler,57,45.6,125,35,808,1120,456,0,456,219,237,1,Pakistan,0.7214285714285714,23.085714285714285
Kaleemullah,Bowler,125,89.92805755395683,139,45,1469,2037,55,0,55,26,29,0,Namibia,0.7211585665193913,32.644444444444446
KV Morea,Bowler,72,60.50420168067227,119,23,519,720,38,0,38,17,21,0,Oman,0.7208333333333333,22.565217391304348
FR Davies,Bowler,13,30.952380952380953,42,11,316,439,380,0,380,190,190,0,Pakistan,0.7198177676537585,28.727272727272727
DA Payne,Bowler,0,0.0,0,2,41,57,81,0,81,24,57,0,Netherlands,0.7192982456140351,20.5
S Campbell,Bowler,0,0.0,0,1,41,57,428,0,428,261,167,0,India,0.7192982456140351,41.0
JF Kloppenburg,Bowler,149,62.083333333333336,240,7,138,192,84,0,84,48,36,1,India,0.71875,19.714285714285715
SK Dolawatte,Bowler,16,28.57142857142857,56,3,56,78,124,0,124,64,60,0,England,0.717948717948718,18.666666666666668
AG Wharf,Bowler,19,65.51724137931035,29,18,403,562,70,0,70,13,57,1,Zimbabwe,0.7170818505338078,22.38888888888889
FJ Klaassen,Bowler,37,56.060606060606055,66,22,608,848,239,0,239,55,184,0,Zimbabwe,0.7169811320754716,27.636363636363637
A Das,Bowler,1,9.090909090909092,11,7,119,166,151,0,151,78,73,0,England,0.7168674698795181,17.0
TM Odoyo,Bowler,830,69.10907577019151,1201,45,1172,1635,231,0,231,120,111,2,New Zealand,0.7168195718654434,26.044444444444444
Hamza Tahir,Bowler,26,32.098765432098766,81,38,1020,1423,51,0,51,8,43,1,Papua New Guinea,0.7167955024595924,26.842105263157894
Enamul Haque jnr,Bowler,8,50.0,16,15,373,522,139,0,139,31,108,0,Zimbabwe,0.7145593869731801,24.866666666666667
N Niranjana,Bowler,24,40.0,60,15,340,476,151,0,151,78,73,0,England,0.7142857142857143,22.666666666666668
JC Hartenhof,Bowler,1,50.0,2,3,75,105,206,0,206,129,77,0,South Africa,0.7142857142857143,25.0
NP Kenjige,Bowler,398,69.82456140350877,570,51,1660,2327,77,0,77,26,51,0,United Arab Emirates,0.7133648474430597,32.549019607843135
SACA King,Bowler,126,54.077253218884124,233,2,204,286,435,0,435,232,203,0,England,0.7132867132867133,102.0
A King,Bowler,195,91.1214953271028,214,62,1055,1480,405,0,405,213,192,3,England,0.7128378378378378,17.016129032258064
S Glenn,Bowler,65,80.24691358024691,81,23,529,743,382,0,382,190,192,0,Pakistan,0.7119784656796769,23.0
Saeed Ajmal,Bowler,323,59.92578849721707,539,181,4159,5847,258,0,258,155,103,0,India,0.711304942705661,22.977900552486187
MD Dai,Bowler,277,75.47683923705722,367,13,387,545,15,0,15,5,10,0,Hong Kong,0.710091743119266,29.76923076923077
A Hartley,Bowler,4,14.285714285714285,28,27,727,1024,507,0,507,236,271,0,Sri Lanka,0.7099609375,26.925925925925927
Harmeet Singh,Bowler,118,98.33333333333333,120,8,350,493,39,0,39,12,27,0,Canada,0.7099391480730223,43.75
TMM Newton,Bowler,38,48.10126582278481,79,6,251,354,456,0,456,219,237,0,Pakistan,0.7090395480225988,41.833333333333336
A Flintoff,Bowler,2096,88.58833474218089,2366,132,2682,3784,198,0,198,71,127,9,Bangladesh,0.7087737843551797,20.318181818181817
Zeeshan Maqsood,Bowler,1196,64.4743935309973,1855,56,1520,2145,55,0,55,26,29,3,Namibia,0.7086247086247086,27.142857142857142
HWA Landheer,Bowler,23,31.944444444444443,72,12,214,302,9,0,9,8,1,0,Thailand,0.7086092715231788,17.833333333333332
SEA Ruck,Bowler,7,53.84615384615385,13,8,254,359,142,0,142,104,38,0,Australia,0.7075208913649025,31.75
SK Warne,Bowler,0,0.0,1,3,88,125,80,0,80,41,39,0,England,0.704,29.333333333333332
L Tshuma,Bowler,63,38.65030674846626,163,10,328,466,114,0,114,41,73,0,Ireland,0.703862660944206,32.8
NR Sciver-Brunt,Bowler,802,92.9316338354577,863,15,470,668,406,0,406,286,120,3,Australia,0.7035928143712575,31.333333333333332
Rumana Ahmed,Bowler,346,50.658857979502194,683,26,669,951,461,0,461,286,175,1,South Africa,0.7034700315457413,25.73076923076923
HL Ferling,Bowler,9,39.130434782608695,23,16,403,573,459,0,459,284,175,0,South Africa,0.7033158813263525,25.1875
AF Giles,Bowler,286,73.33333333333333,390,38,1144,1628,346,0,346,242,104,0,Australia,0.7027027027027027,30.105263157894736
CD Collymore,Bowler,39,54.929577464788736,71,35,1311,1868,277,0,277,176,101,0,South Africa,0.7018201284796574,37.457142857142856
RO Hurley,Bowler,8,47.05882352941176,17,3,130,186,119,0,119,55,64,0,Sri Lanka,0.6989247311827957,43.333333333333336
JL Gunn,Bowler,322,60.2996254681648,534,50,1159,1660,558,0,558,343,215,1,India,0.6981927710843373,23.18
ML Schutt,Bowler,82,50.617283950617285,162,118,2734,3918,459,0,459,284,175,3,South Africa,0.6978050025523226,23.16949152542373
JM Watkin,Bowler,24,60.0,40,5,108,155,462,0,462,251,211,0,England,0.6967741935483871,21.6
Ahmed Raza,Bowler,391,60.62015503875969,645,61,1757,2523,60,0,60,11,49,2,Papua New Guinea,0.6963931827189853,28.80327868852459
Mohammad Hafeez,Bowler,6351,76.08721696417875,8347,142,5081,7303,545,0,545,381,164,19,Australia,0.69574147610571,35.78169014084507
P Khadka,Bowler,252,79.49526813880126,317,4,194,279,84,0,84,28,56,1,United Arab Emirates,0.6953405017921147,48.5
N Sibanda,Bowler,87,42.857142857142854,203,13,397,571,114,0,114,41,73,0,Ireland,0.6952714535901926,30.53846153846154
WK McCallan,Bowler,101,57.38636363636363,176,14,425,612,306,0,306,158,148,0,England,0.6944444444444444,30.357142857142858
MRJ Watt,Bowler,586,78.65771812080537,745,92,2245,3234,16,0,16,5,11,2,Hong Kong,0.6941867656153371,24.402173913043477
C Cassell,Bowler,0,0.0,0,7,52,75,9,0,9,6,3,1,Oman,0.6933333333333334,7.428571428571429
Jay Odedra,Bowler,29,57.99999999999999,50,16,411,593,52,0,52,8,44,0,Papua New Guinea,0.6930860033726813,25.6875
Fariha Trisna,Bowler,0,0.0,14,6,144,208,373,0,373,232,141,0,South Africa,0.6923076923076923,24.0
A Shrubsole,Bowler,199,77.13178294573643,258,93,2234,3230,558,0,558,343,215,4,India,0.691640866873065,24.021505376344088
BJ McMullen,Bowler,888,83.93194706994329,1058,39,724,1048,31,0,31,10,21,3,Namibia,0.6908396946564885,18.564102564102566
LA Marsh,Bowler,264,56.774193548387096,465,53,1414,2048,507,0,507,236,271,1,Sri Lanka,0.6904296875,26.67924528301887
S Pandey,Bowler,271,86.5814696485623,313,59,1274,1847,500,0,500,233,267,1,Sri Lanka,0.6897671900378993,21.593220338983052
O Kirsten,Bowler,22,40.74074074074074,54,6,124,180,333,0,333,130,203,1,Bangladesh,0.6888888888888889,20.666666666666668
M Muralitharan,Bowler,317,82.12435233160622,386,209,4719,6852,236,0,236,99,137,6,West Indies,0.6887040280210157,22.57894736842105
DR Briggs,Bowler,0,0.0,0,2,42,61,161,0,161,80,81,0,Pakistan,0.6885245901639344,21.0
TP Kanwar,Bowler,0,0.0,0,2,75,109,245,0,245,101,144,0,West Indies,0.6880733944954128,37.5
SP Narine,Bowler,363,79.78021978021978,455,99,2445,3554,459,0,459,222,237,6,Pakistan,0.6879572312886888,24.696969696969695
Wasim Akram,Bowler,71,98.61111111111111,72,12,216,314,109,0,109,81,28,1,Australia,0.6878980891719745,18.0
M Gaur,Bowler,0,0.0,0,4,55,80,386,0,386,199,187,1,Sri Lanka,0.6875,13.75
N Pokana,Bowler,54,43.54838709677419,124,28,564,821,64,0,64,30,34,0,United States of America,0.6869671132764921,20.142857142857142
A Gardner,Bowler,1175,100.59931506849315,1168,103,2068,3018,416,0,416,215,201,4,New Zealand,0.685222001325381,20.07766990291262
Khadija Tul Kubra,Bowler,24,34.78260869565217,69,16,436,637,461,0,461,286,175,0,South Africa,0.6844583987441131,27.25
Faisal Akram,Bowler,0,0.0,0,5,80,117,186,0,186,39,147,0,Zimbabwe,0.6837606837606838,16.0
RW Price,Bowler,315,58.225508317929766,541,87,2855,4176,186,0,186,74,112,0,West Indies,0.6836685823754789,32.81609195402299
Sumaiya Siddiqi,Bowler,27,84.375,32,4,166,243,119,0,119,61,58,0,England,0.6831275720164609,41.5
Sana Mir,Bowler,714,51.73913043478261,1380,72,1568,2299,420,0,420,219,201,4,New Zealand,0.6820356676816007,21.77777777777778
Poonam Yadav,Bowler,53,37.857142857142854,140,65,1773,2600,158,0,158,60,98,0,Ireland,0.681923076923077,27.276923076923076
Nestor Dhamba,Bowler,23,44.230769230769226,52,11,210,308,56,0,56,28,28,0,Nepal,0.6818181818181818,19.09090909090909
M Joshi,Bowler,20,62.5,32,16,366,537,158,0,158,60,98,0,Ireland,0.6815642458100558,22.875
GM Ewing,Bowler,77,66.95652173913044,115,6,186,273,338,0,338,200,138,0,India,0.6813186813186813,31.0
C de Lange,Bowler,103,45.57522123893805,226,12,416,611,100,0,100,37,63,0,Ireland,0.6808510638297872,34.666666666666664
U Bhatti,Bowler,120,91.6030534351145,131,12,350,516,287,0,287,152,135,0,England,0.6782945736434108,29.166666666666668
NJ Carey,Bowler,136,93.79310344827586,145,20,511,754,514,0,514,311,203,0,India,0.6777188328912467,25.55
JN Gillespie,Bowler,115,104.54545454545455,110,59,1364,2013,197,0,197,71,126,2,Bangladesh,0.6775956284153005,23.11864406779661
SL Quintyne,Bowler,117,57.35294117647059,204,9,176,260,122,0,122,67,55,0,India,0.676923076923077,19.555555555555557
Fayyaz Ahmed,Bowler,41,41.83673469387755,98,0,69,102,2,0,2,1,1,0,Hong Kong,0.6764705882352942,
LM Kasperek,Bowler,148,53.62318840579711,276,57,1091,1622,411,0,411,164,247,1,West Indies,0.6726263871763255,19.140350877192983
P Marange,Bowler,125,81.69934640522875,153,10,307,457,114,0,114,41,73,0,Ireland,0.6717724288840262,30.7
JD Unadkat,Bowler,0,0.0,0,10,231,344,263,0,263,110,153,0,West Indies,0.6715116279069767,23.1
Sultana Khatun,Bowler,40,44.44444444444444,90,20,511,761,381,0,381,199,182,0,Sri Lanka,0.671484888304862,25.55
JL Jonassen,Bowler,533,84.33544303797468,632,136,2375,3541,459,0,459,284,175,2,South Africa,0.6707144874329285,17.46323529411765
DS Airee,Bowler,861,70.74774034511093,1217,46,1287,1919,84,0,84,28,56,2,United Arab Emirates,0.6706618030224075,27.97826086956522
ID Blackwell,Bowler,146,68.54460093896714,213,15,567,846,287,0,287,145,142,0,Pakistan,0.6702127659574468,37.8
SSD Arachchige,Bowler,89,66.4179104477612,134,1,28,42,268,0,268,113,155,0,West Indies,0.6666666666666666,28.0
A Canning,Bowler,76,50.331125827814574,151,11,440,661,267,0,267,113,154,0,West Indies,0.6656580937972768,40.0
BA Williams,Bowler,14,56.00000000000001,25,34,666,1001,62,0,62,21,41,3,Bangladesh,0.6653346653346653,19.58823529411765
MS Kasprowicz,Bowler,11,52.38095238095239,21,37,587,883,197,0,197,71,126,2,Bangladesh,0.6647791619479049,15.864864864864865
DC Drakes,Bowler,11,61.111111111111114,18,2,83,125,32,0,32,4,28,0,United Arab Emirates,0.664,41.5
C White,Bowler,79,94.04761904761905,84,10,181,273,7,0,7,3,4,0,Netherlands,0.663003663003663,18.1
DJ Cullen,Bowler,0,0.0,0,2,137,207,189,0,189,69,120,0,Bangladesh,0.6618357487922706,68.5
JL Hunter,Bowler,16,45.714285714285715,35,8,257,389,125,0,125,65,60,0,England,0.6606683804627249,32.125
J Srinath,Bowler,31,37.80487804878049,82,28,563,853,101,0,101,61,40,1,New Zealand,0.6600234466588512,20.107142857142858
Nahida Akter,Bowler,121,36.666666666666664,330,61,1214,1842,461,0,461,286,175,2,South Africa,0.6590662323561346,19.901639344262296
D Hazell,Bowler,109,77.85714285714286,140,34,904,1375,507,0,507,236,271,0,Sri Lanka,0.6574545454545454,26.58823529411765
RS Gayakwad,Bowler,15,31.25,48,78,1627,2475,500,0,500,233,267,0,Sri Lanka,0.6573737373737374,20.858974358974358
E Bisht,Bowler,73,58.4,125,65,1293,1970,500,0,500,233,267,4,Sri Lanka,0.6563451776649746,19.892307692307693
CR Smith,Bowler,0,0.0,0,0,21,32,204,0,204,106,98,0,New Zealand,0.65625,
Asad Ali,Bowler,13,81.25,16,2,120,183,26,0,26,10,16,0,Ireland,0.6557377049180327,60.0
KM Beams,Bowler,27,61.36363636363637,44,38,765,1168,459,0,459,284,175,0,South Africa,0.6549657534246576,20.13157894736842
MJG Nielsen,Bowler,25,53.191489361702125,47,23,491,750,455,0,455,219,236,0,Pakistan,0.6546666666666666,21.347826086956523
A Vala,Bowler,1783,68.7355435620663,2594,47,1320,2017,15,0,15,5,10,1,Hong Kong,0.6544372830937035,28.085106382978722
F Chipare,Bowler,20,45.45454545454545,44,4,96,147,356,0,356,183,173,0,Pakistan,0.6530612244897959,24.0
TJ Vlaeminck,Bowler,0,0.0,0,7,190,291,394,0,394,194,200,0,Pakistan,0.6529209621993127,27.142857142857142
G Sultana,Bowler,61,36.96969696969697,165,12,338,518,257,0,257,128,129,0,Sri Lanka,0.6525096525096525,28.166666666666668
S Dhakal,Bowler,7,15.909090909090908,44,4,149,229,35,0,35,8,27,0,Papua New Guinea,0.6506550218340611,37.25
Salma Khatun,Bowler,232,50.43478260869565,460,22,616,947,461,0,461,286,175,0,South Africa,0.6504751847940866,28.0
J Lewis,Bowler,43,87.75510204081633,49,17,419,645,198,0,198,71,127,0,Bangladesh,0.6496124031007752,24.647058823529413
M Kornet,Bowler,0,0.0,9,2,85,131,206,0,206,129,77,0,South Africa,0.648854961832061,42.5
S Ravikumar,Bowler,0,0.0,0,0,35,54,124,0,124,64,60,0,England,0.6481481481481481,
BJ Currie,Bowler,9,40.909090909090914,22,18,266,411,43,0,43,15,28,1,Canada,0.6472019464720195,14.777777777777779
HK Olonga,Bowler,3,25.0,12,1,33,51,6,0,6,0,6,0,Namibia,0.6470588235294118,33.0
HAM Samuddika,Bowler,67,52.34375,128,4,214,332,81,0,81,38,43,0,West Indies,0.6445783132530121,53.5
AR Caddick,Bowler,64,54.23728813559322,118,18,389,604,7,0,7,3,4,1,Netherlands,0.6440397350993378,21.61111111111111
M Daniels,Bowler,34,48.57142857142857,70,20,662,1031,334,0,334,130,204,0,Bangladesh,0.6420950533462657,33.1
Anam Amin,Bowler,28,26.666666666666668,105,32,730,1139,418,0,418,217,201,2,New Zealand,0.6409130816505707,22.8125
Y Fourie,Bowler,1,12.5,8,7,151,236,333,0,333,130,203,0,Bangladesh,0.6398305084745762,21.571428571428573
Basir Ahamad,Bowler,3,23.076923076923077,13,2,71,111,42,0,42,19,23,0,Namibia,0.6396396396396397,35.5
NM Odhiambo,Bowler,0,0.0,0,2,39,61,10,0,10,1,9,0,Canada,0.639344262295082,19.5
G Fontenla,Bowler,1,33.33333333333333,3,3,65,102,3,0,3,0,3,0,Papua New Guinea,0.6372549019607843,21.666666666666668
KJ Garth,Bowler,173,49.85590778097983,347,46,857,1345,499,0,499,233,266,3,Sri Lanka,0.6371747211895911,18.630434782608695
J Goswami,Bowler,419,73.25174825174825,572,109,2167,3407,489,0,489,271,218,3,England,0.6360434399765189,19.880733944954127
PA Desai,Bowler,2,16.666666666666664,12,6,115,181,21,0,21,7,14,0,Kenya,0.6353591160220995,19.166666666666668
GD McGrath,Bowler,18,40.909090909090914,44,109,2085,3282,197,0,197,71,126,5,Bangladesh,0.6352833638025595,19.128440366972477
KH Brunt,Bowler,813,74.79300827966881,1087,98,2261,3570,501,0,501,233,268,2,Sri Lanka,0.6333333333333333,23.071428571428573
RP Lefebvre,Bowler,43,63.23529411764706,68,4,126,199,84,0,84,48,36,0,India,0.6331658291457286,31.5
MD Bates,Bowler,13,130.0,10,3,53,84,102,0,102,22,80,0,Zimbabwe,0.6309523809523809,17.666666666666668
GA Elwiss,Bowler,244,73.71601208459214,331,23,529,839,507,0,507,236,271,1,Sri Lanka,0.6305125148986889,23.0
TD Smartt,Bowler,40,61.53846153846154,65,12,319,508,386,0,386,198,188,0,New Zealand,0.6279527559055118,26.583333333333332
A van der Merwe,Bowler,4,100.0,4,2,79,126,11,0,11,3,8,0,Netherlands,0.626984126984127,39.5
AM Peterson,Bowler,167,79.14691943127961,211,19,371,593,529,0,529,369,160,1,Australia,0.6256323777403036,19.526315789473685
Najeeb Amar,Bowler,34,80.95238095238095,42,3,75,120,243,0,243,124,119,0,Pakistan,0.625,25.0
BL Morgan,Bowler,0,0.0,0,1,10,16,242,0,242,168,74,0,Australia,0.625,10.0
S Ecclestone,Bowler,372,69.27374301675978,537,117,2309,3752,512,0,512,359,153,2,Australia,0.615405117270789,19.735042735042736
C Abel,Bowler,9,19.148936170212767,47,5,96,156,19,0,19,9,10,0,United States of America,0.6153846153846154,19.2
HL Colvin,Bowler,29,100.0,29,19,382,622,246,0,246,148,98,0,India,0.6141479099678456,20.105263157894736
S Bhari,Bowler,22,42.30769230769231,52,15,246,402,45,0,45,23,22,0,Oman,0.6119402985074627,16.4
IMHC Joyce,Bowler,201,64.42307692307693,312,8,233,383,499,0,499,233,266,0,Sri Lanka,0.608355091383812,29.125
Sadia Iqbal,Bowler,28,50.0,56,31,671,1105,366,0,366,227,139,0,South Africa,0.6072398190045248,21.64516129032258
WF Stelling,Bowler,40,102.56410256410255,39,6,117,193,257,0,257,164,93,2,South Africa,0.6062176165803109,19.5
EM Sampson,Bowler,0,0.0,0,1,29,48,204,0,204,106,98,0,New Zealand,0.6041666666666666,29.0
J Nkomo,Bowler,354,64.01446654611212,553,25,431,714,114,0,114,41,73,1,Ireland,0.603641456582633,17.24
KHRK Fernando,Bowler,3,20.0,15,1,41,68,192,0,192,70,122,0,Bangladesh,0.6029411764705882,41.0
LC Sthalekar,Bowler,119,62.30366492146597,191,8,265,444,204,0,204,106,98,1,New Zealand,0.5968468468468469,33.125
LN McCarthy,Bowler,12,26.08695652173913,46,3,167,283,499,0,499,233,266,0,Sri Lanka,0.5901060070671378,55.666666666666664
RJ Kirtley,Bowler,0,0.0,0,3,34,58,56,0,56,21,35,0,Bangladesh,0.5862068965517241,11.333333333333334
Z Mali,Bowler,2,28.57142857142857,7,4,81,139,315,0,315,125,190,0,Bangladesh,0.5827338129496403,20.25
Nanthita Boonsukham,Bowler,0,0.0,4,5,50,86,63,0,63,24,39,1,Netherlands,0.5813953488372093,10.0
GM Harris,Bowler,13,59.09090909090909,22,8,144,249,459,0,459,284,175,0,South Africa,0.5783132530120482,18.0
SM Pollock,Bowler,1358,92.44383934649422,1469,120,2906,5061,241,0,241,99,142,8,West Indies,0.5741948231574787,24.216666666666665
S Immadi,Bowler,4,44.44444444444444,9,4,156,272,6,0,6,1,5,0,Papua New Guinea,0.5735294117647058,39.0
Aamir Kaleem,Bowler,52,68.42105263157895,76,10,170,297,87,0,87,49,38,1,Scotland,0.5723905723905723,17.0
Umar Amin,Bowler,271,66.42156862745098,408,0,24,42,396,0,396,203,193,0,New Zealand,0.5714285714285714,
C Raack,Bowler,1,100.0,1,7,120,211,227,0,227,54,173,0,Zimbabwe,0.5687203791469194,17.142857142857142
RM West,Bowler,0,0.0,3,1,64,113,220,0,220,121,99,0,England,0.5663716814159292,64.0
MEC de Fouw,Bowler,11,12.941176470588237,85,4,69,122,206,0,206,129,77,0,South Africa,0.5655737704918032,17.25
BM Scholtz,Bowler,251,66.05263157894737,380,70,1479,2619,52,0,52,27,25,2,Oman,0.5647193585337915,21.12857142857143
RL Johnson,Bowler,16,76.19047619047619,21,10,206,367,58,0,58,21,37,0,Bangladesh,0.5613079019073569,20.6
L Egging,Bowler,1,6.666666666666667,15,3,23,41,249,0,249,130,119,1,Pakistan,0.5609756097560976,7.666666666666667
MM Letsoalo,Bowler,17,30.909090909090907,55,24,487,870,334,0,334,130,204,0,Bangladesh,0.5597701149425287,20.291666666666668
Shahid Ahmadzai,Bowler,26,66.66666666666666,39,1,94,169,12,0,12,5,7,0,Nepal,0.5562130177514792,94.0
S Molineux,Bowler,64,83.11688311688312,77,23,339,613,396,0,396,194,202,1,Pakistan,0.5530179445350734,14.73913043478261
Mohammed Qasim,Bowler,91,50.83798882681564,179,2,43,78,60,0,60,11,49,0,Papua New Guinea,0.5512820512820513,21.5
Parveen Kumar,Bowler,0,0.0,0,2,59,108,3,0,3,1,2,0,Nepal,0.5462962962962963,29.5
RO Hinds,Bowler,8,42.10526315789473,19,0,37,68,80,0,80,50,30,0,South Africa,0.5441176470588235,
R Dhar,Bowler,53,100.0,53,2,53,98,257,0,257,128,129,0,Sri Lanka,0.5408163265306123,26.5
NG Jones,Bowler,7,70.0,10,5,85,158,14,0,14,2,12,0,Canada,0.5379746835443038,17.0
Qanita Jalil,Bowler,32,50.0,64,6,171,323,232,0,232,146,86,0,South Africa,0.5294117647058824,28.5
K Ndlovu,Bowler,99,54.09836065573771,183,15,211,399,5,0,5,4,1,0,Thailand,0.5288220551378446,14.066666666666666
SK Burke,Bowler,0,0.0,0,0,13,25,289,0,289,199,90,0,Australia,0.52,
Sunzamul Islam,Bowler,19,76.0,25,5,79,153,161,0,161,60,101,0,Ireland,0.5163398692810458,15.8
IT Guha,Bowler,0,0.0,0,4,65,127,246,0,246,148,98,0,India,0.5118110236220472,16.25
BA Langston,Bowler,21,95.45454545454545,22,2,70,138,507,0,507,236,271,0,Sri Lanka,0.5072463768115942,35.0
CL Fitzpatrick,Bowler,0,0.0,0,2,31,62,204,0,204,106,98,0,New Zealand,0.5,15.5
MJ Cosgrove,Bowler,78,96.29629629629629,81,0,12,24,187,0,187,69,118,1,Bangladesh,0.5,
T Putthawong,Bowler,31,24.8,125,18,230,462,66,0,66,24,42,0,Netherlands,0.49783549783549785,12.777777777777779
Sajjida Shah,Bowler,77,44.76744186046512,172,8,88,178,232,0,232,146,86,0,South Africa,0.4943820224719101,11.0
K Blair,Bowler,0,0.0,0,1,32,65,260,0,260,134,126,0,Pakistan,0.49230769230769234,32.0
PL Harris,Bowler,0,0.0,0,3,89,183,158,0,158,57,101,0,Bangladesh,0.48633879781420764,29.666666666666668
PR Adams,Bowler,0,0.0,0,1,30,62,33,0,33,5,28,0,Zimbabwe,0.4838709677419355,30.0
Shakeel Ahmed,Bowler,69,52.27272727272727,132,17,193,402,4,0,4,1,3,2,Nepal,0.48009950248756217,11.352941176470589
J Mulder,Bowler,0,0.0,0,2,29,62,95,0,95,32,63,0,United Arab Emirates,0.46774193548387094,14.5
Muzahir Raza,Bowler,10,142.85714285714286,7,2,45,100,16,0,16,2,14,0,United Arab Emirates,0.45,22.5
G Goudie,Bowler,0,0.0,0,3,18,42,10,0,10,3,7,0,Netherlands,0.42857142857142855,6.0
BF Smith,Bowler,0,0.0,0,1,21,49,367,0,367,149,218,0,West Indies,0.42857142857142855,21.0
NM Sheikh,Bowler,10,29.411764705882355,34,1,26,61,79,0,79,30,49,0,Ireland,0.4262295081967213,26.0
XC Bartlett,Bowler,0,0.0,0,9,42,100,281,0,281,119,162,2,West Indies,0.42,4.666666666666667
KE Pike,Bowler,0,0.0,0,4,25,60,204,0,204,106,98,0,New Zealand,0.4166666666666667,6.25
C van der Westhuizen,Bowler,0,0.0,0,4,35,92,20,0,20,3,17,0,Netherlands,0.3804347826086957,8.75
SL Pujare,Bowler,0,0.0,0,6,46,122,257,0,257,128,129,1,Sri Lanka,0.3770491803278688,7.666666666666667
NJ Shaw,Bowler,0,0.0,0,2,45,122,246,0,246,148,98,0,India,0.36885245901639346,22.5
KADM Fernando,Bowler,0,0.0,0,2,13,43,106,0,106,53,53,0,England,0.3023255813953488,6.5
N David,Bowler,0,0.0,0,5,25,98,257,0,257,128,129,0,Sri Lanka,0.25510204081632654,5.0
M Shezi,Bowler,0,0.0,0,1,8,37,27,0,27,5,22,0,Zimbabwe,0.21621621621621623,8.0
