player_name,role,total_runs,strike_rate,total_balls_faced,total_wickets_taken,total_runs_conceded,total_overs_bowled,total_matches_played,matches_played_as_batter,matches_played_as_bowler,matches_won,matches_lost,player_of_match_awards,team,average
SP de Alwis,Batter,28,52.83018867924528,53,1,93,110,257,257,0,128,129,0,Sri Lanka,28.0
J Jarvis,Batter,28,47.45762711864407,59,7,192,202,54,54,0,26,28,0,Scotland,4.0
HP Rinke,Batter,28,43.75,64,2,114,97,175,175,0,35,140,0,Zimbabwe,14.0
JJ Celestine,Batter,28,43.75,64,0,0,0,4,4,0,1,3,0,Bermuda,
Ehsanul Haque,Batter,28,36.84210526315789,76,2,37,61,46,46,0,20,26,0,Bangladesh,14.0
OL Pitcher,Batter,28,33.734939759036145,83,0,0,0,12,12,0,2,10,0,Bermuda,
PM Liyanagamage,Batter,28,33.33333333333333,84,5,271,229,395,395,0,200,195,0,Sri Lanka,5.6
KS Airee,Batter,27,112.5,24,2,110,120,59,59,0,30,29,0,Nepal,13.5
GF Linde,Batter,27,87.09677419354838,31,3,73,91,352,352,0,218,134,0,South Africa,9.0
Ehsan Adil,Batter,27,62.7906976744186,43,4,229,229,135,135,0,68,67,0,Pakistan,6.75
CJ Smith,Batter,27,56.25,48,0,0,0,12,12,0,2,10,0,Bermuda,
AF Buurman,Batter,26,76.47058823529412,34,0,0,0,13,13,0,3,10,0,Netherlands,
B Fernando,Batter,26,70.27027027027027,37,2,140,159,416,416,0,209,207,0,Sri Lanka,13.0
Khurram Nawaz,Batter,26,53.06122448979592,49,0,0,0,52,52,0,27,25,0,Oman,
M Faisal,Batter,26,49.056603773584904,53,0,0,0,42,42,0,19,23,0,Scotland,
Faisal Hossain,Batter,26,48.148148148148145,54,1,54,73,120,120,0,43,77,0,Bangladesh,26.0
Wasim Ali,Batter,26,45.614035087719294,57,1,31,29,28,28,0,12,16,0,Oman,26.0
SL Stewart,Batter,26,44.06779661016949,59,0,0,0,165,165,0,85,80,0,New Zealand,
S Naik,Batter,25,64.1025641025641,39,0,0,0,144,144,0,82,62,0,India,
HDRS Silva,Batter,25,54.347826086956516,46,2,83,80,391,391,0,199,192,0,Sri Lanka,12.5
Waqas Barkat,Batter,25,46.2962962962963,54,0,19,12,9,9,0,1,8,0,Hong Kong,
T Kamungozi,Batter,25,44.642857142857146,56,12,500,580,168,168,0,35,133,0,Zimbabwe,2.0833333333333335
GJ Batty,Batter,25,43.103448275862064,58,4,184,254,233,233,0,127,106,0,England,6.25
CH van Koolwijk,Batter,25,37.878787878787875,66,0,0,0,37,37,0,13,24,0,Netherlands,
LJ Poulton,Batter,25,36.231884057971016,69,0,18,13,242,242,0,168,74,0,Australia,
OP Stone,Batter,24,68.57142857142857,35,9,411,403,457,457,0,248,209,0,England,2.6666666666666665
VR Iyer,Batter,24,58.536585365853654,41,0,28,30,424,424,0,258,166,0,India,
RW Sims,Batter,24,37.5,64,0,21,18,33,33,0,5,28,0,Zimbabwe,
TS Sekhukhune,Batter,24,28.235294117647058,85,27,875,1150,391,391,0,244,147,0,South Africa,0.8888888888888888
J Louw,Batter,23,328.57142857142856,7,0,50,44,201,201,0,124,77,0,South Africa,
LK Ebsary,Batter,23,95.83333333333334,24,0,0,0,242,242,0,168,74,0,Australia,
Y van der Westhuizen,Batter,23,58.97435897435898,39,0,0,0,141,141,0,83,58,0,South Africa,
J Blackwood,Batter,23,53.48837209302325,43,0,16,18,295,295,0,124,171,0,West Indies,
SJ Massiah,Batter,23,48.93617021276596,47,0,0,0,2,2,0,0,2,0,United States of America,
RD McCann,Batter,23,40.35087719298245,57,0,0,0,35,35,0,15,20,0,Ireland,
TG Gordon,Batter,23,39.6551724137931,58,0,1,4,20,20,0,3,17,0,Canada,
TJ Heggelman,Batter,23,32.3943661971831,71,2,34,42,11,11,0,3,8,0,Netherlands,11.5
RL Bhudia,Batter,22,146.66666666666666,15,1,23,48,26,26,0,7,19,0,Kenya,22.0
RM Patidar,Batter,22,122.22222222222223,18,0,0,0,368,368,0,219,149,0,India,
PKD Chase,Batter,22,66.66666666666666,33,19,776,668,164,164,0,60,104,0,Ireland,1.1578947368421053
AK Maguire,Batter,22,62.857142857142854,35,17,462,488,84,84,0,31,53,1,Ireland,1.2941176470588236
Shamim Hossain,Batter,22,57.89473684210527,38,0,8,6,224,224,0,80,144,0,Bangladesh,
Mohammad Salman,Batter,22,55.00000000000001,40,0,0,0,175,175,0,88,87,0,Pakistan,
JOA Gordon,Batter,22,45.83333333333333,48,15,434,470,51,51,0,18,33,1,Canada,1.4666666666666666
JM Cox,Batter,22,38.59649122807017,57,0,0,0,313,313,0,161,152,0,England,
Haseeb Amjad,Batter,21,140.0,15,5,82,113,2,2,0,1,1,0,Hong Kong,4.2
APC Kilowan,Batter,21,123.52941176470588,17,8,66,209,232,232,0,146,86,0,South Africa,2.625
BP Nash,Batter,21,100.0,21,0,33,30,171,171,0,68,103,0,West Indies,
EC Perry,Batter,21,75.0,28,0,0,0,420,420,0,219,201,0,New Zealand,
J Patraj,Batter,21,43.75,48,2,76,92,25,25,0,5,20,0,Canada,10.5
LR Naylor,Batter,20,95.23809523809523,21,0,0,0,53,53,0,26,27,0,Scotland,
MR Johnson,Batter,20,86.95652173913044,23,0,0,0,2,2,0,0,2,0,United States of America,
HGV Vare,Batter,20,64.51612903225806,31,0,0,0,19,19,0,4,15,0,Papua New Guinea,
JA Simpson,Batter,20,62.5,32,0,0,0,410,410,0,216,194,0,England,
Ali Khan,Batter,20,57.14285714285714,35,35,550,717,64,64,0,30,34,1,United States of America,0.5714285714285714
L Rajadurai,Batter,20,37.735849056603776,53,0,0,0,7,7,0,1,6,0,Papua New Guinea,
AF Sattaur,Batter,20,31.746031746031743,63,0,0,0,9,9,0,1,8,0,Canada,
C Viljoen,Batter,19,82.6086956521739,23,2,14,32,55,55,0,26,29,0,Namibia,9.5
V Permaul,Batter,19,67.85714285714286,28,8,277,337,415,415,0,164,251,0,West Indies,2.375
GP Tom,Batter,19,55.88235294117647,34,4,127,184,8,8,0,1,7,0,Papua New Guinea,4.75
S Jyoti,Batter,19,44.18604651162791,43,0,0,0,29,29,0,7,22,0,Canada,
LR Johnson,Batter,19,29.230769230769234,65,0,0,0,28,28,0,10,18,0,West Indies,
Tanvir Ahmed,Batter,18,150.0,12,1,45,37,174,174,0,87,87,0,Pakistan,18.0
SG Borthwick,Batter,18,112.5,16,1,72,54,174,174,0,94,80,0,England,18.0
S Khiaoto,Batter,18,75.0,24,0,0,0,1,1,0,1,0,0,Thailand,
CC Dalton,Batter,18,66.66666666666666,27,0,0,0,1,1,0,1,0,0,Ireland,
Jamaluddin Ahmed,Batter,18,58.06451612903226,31,0,28,24,58,58,0,21,37,0,Bangladesh,
W Sutherland,Batter,18,54.54545454545454,33,2,35,53,391,391,0,277,114,0,Australia,9.0
HB Shipley,Batter,18,43.90243902439025,41,15,360,404,304,304,0,154,150,2,New Zealand,1.2
K Whatham,Batter,18,41.86046511627907,43,0,0,0,15,15,0,2,13,0,Canada,
Sultan Ahmed,Batter,18,40.909090909090914,44,0,58,72,80,80,0,26,54,0,United Arab Emirates,
Skhawat Ali,Batter,18,30.0,60,0,71,49,4,4,0,1,3,0,Hong Kong,
SDNS Karunaratne,Batter,17,121.42857142857142,14,0,0,0,67,67,0,28,39,0,Sri Lanka,
CP Jack,Batter,17,65.38461538461539,26,0,21,24,153,153,0,67,86,0,West Indies,
J Sharma,Batter,17,51.515151515151516,33,0,0,0,255,255,0,154,101,0,India,
Saqlain Mushtaq,Batter,17,43.58974358974359,39,4,132,166,120,120,0,56,64,0,Pakistan,4.25
OO Bascome,Batter,17,36.17021276595745,47,0,0,0,1,1,0,1,0,0,Bermuda,
SP Terry,Batter,16,88.88888888888889,18,0,0,0,3,3,0,1,2,0,Ireland,
Ankur Sharma,Batter,16,51.61290322580645,31,0,0,0,2,2,0,1,1,0,Hong Kong,
SJ Andrews,Batter,16,44.44444444444444,36,0,13,24,242,242,0,168,74,0,Australia,
JH Desai,Batter,16,42.10526315789473,38,0,0,0,2,2,0,0,2,0,United States of America,
Renuka Singh,Batter,16,39.02439024390244,41,38,791,984,416,416,0,255,161,3,India,0.42105263157894735
Nuzhat Tasnia,Batter,16,37.2093023255814,43,0,0,0,256,256,0,95,161,0,Bangladesh,
N Ifill,Batter,16,36.36363636363637,44,0,90,79,6,6,0,0,6,0,Canada,
F Walters,Batter,16,33.33333333333333,48,0,0,0,414,414,0,164,250,0,West Indies,
MM Iqbal,Batter,16,27.586206896551722,58,0,45,36,19,19,0,6,13,0,Scotland,
SE Aley,Batter,15,187.5,8,2,29,63,518,518,0,363,155,0,Australia,7.5
Zafar Gohar,Batter,15,100.0,15,2,56,61,17,17,0,5,12,0,Pakistan,7.5
SA Millanta,Batter,15,78.94736842105263,19,3,164,153,142,142,0,104,38,0,Australia,5.0
Aiman Anwer,Batter,15,75.0,20,4,189,275,452,452,0,219,233,0,Pakistan,3.75
F Tunnicliffe,Batter,15,71.42857142857143,21,0,0,0,389,389,0,243,146,0,South Africa,
RD Steede,Batter,15,68.18181818181817,22,1,54,84,9,9,0,2,7,0,Bermuda,15.0
HM Watson,Batter,15,57.692307692307686,26,0,25,43,204,204,0,106,98,0,New Zealand,
JB Reva,Batter,15,55.55555555555556,27,6,165,192,62,62,0,12,50,0,Papua New Guinea,2.5
EMDY Munaweera,Batter,15,51.724137931034484,29,0,0,0,478,478,0,226,252,0,Sri Lanka,
HF Gurney,Batter,15,45.45454545454545,33,11,442,480,56,56,0,32,24,0,England,1.3636363636363635
I Dulani,Batter,15,42.857142857142854,35,0,0,0,385,385,0,199,186,0,Sri Lanka,
RM van Oosterom,Batter,15,39.473684210526315,38,0,0,0,69,69,0,24,45,0,Netherlands,
AM McCarthy,Batter,15,36.58536585365854,41,0,10,12,336,336,0,138,198,0,West Indies,
SIP Fernando,Batter,15,30.612244897959183,49,15,270,471,509,509,0,236,273,1,Sri Lanka,1.0
J Post,Batter,15,28.846153846153843,52,0,0,0,71,71,0,24,47,0,Netherlands,
RR Beaton,Batter,15,27.77777777777778,54,1,102,107,403,403,0,161,242,0,West Indies,15.0
HD Rutherford,Batter,15,26.785714285714285,56,0,0,0,114,114,0,63,51,0,New Zealand,
ML Patel,Batter,15,24.59016393442623,61,0,0,0,35,35,0,13,22,0,Kenya,
Nazmul Hossain,Batter,15,19.480519480519483,77,30,976,1132,198,198,0,71,127,1,Bangladesh,0.5
G Chapple,Batter,14,200.0,7,0,14,24,306,306,0,158,148,0,England,
Muhammad Jawadullah,Batter,14,93.33333333333333,15,7,316,288,30,30,0,4,26,0,United Arab Emirates,2.0
A Valthapa,Batter,14,63.63636363636363,22,0,0,0,42,42,0,10,32,0,United Arab Emirates,
LJ Woodcock,Batter,14,63.63636363636363,22,3,156,166,154,154,0,78,76,0,New Zealand,4.666666666666667
LD Madushanka,Batter,14,53.84615384615385,26,4,177,148,486,486,0,228,258,0,Sri Lanka,3.5
O Davidson,Batter,14,42.42424242424242,33,0,30,54,67,67,0,35,32,0,Scotland,
J Da Silva,Batter,14,40.0,35,0,0,0,336,336,0,138,198,0,West Indies,
MD du Preez,Batter,14,31.11111111111111,45,0,0,0,48,48,0,22,26,0,Namibia,
IPP Batuwitarachchi,Batter,14,27.450980392156865,51,0,0,0,12,12,0,1,11,0,United Arab Emirates,
L Cheatle,Batter,13,100.0,13,2,142,154,529,529,0,369,160,0,Australia,6.5
Gurkeerat Singh,Batter,13,100.0,13,1,69,60,8,8,0,3,5,0,India,13.0
NK Crafton,Batter,13,76.47058823529412,17,0,0,0,246,246,0,101,145,0,West Indies,
HHC Gunaratne,Batter,13,65.0,20,8,169,205,493,493,0,229,264,1,Sri Lanka,1.625
OEG Baartman,Batter,13,54.166666666666664,24,6,103,154,289,289,0,179,110,0,South Africa,2.1666666666666665
RD Chahar,Batter,13,50.0,26,3,58,62,431,431,0,261,170,0,India,4.333333333333333
Usman Salahuddin,Batter,13,46.42857142857143,28,0,0,0,174,174,0,87,87,0,Pakistan,
D Joseph,Batter,13,40.625,32,5,174,202,278,278,0,119,159,0,West Indies,2.6
AA Shafique,Batter,13,39.39393939393939,33,0,0,0,19,19,0,8,11,0,Oman,
MC Patel,Batter,13,37.142857142857146,35,0,54,82,441,441,0,265,176,0,India,
I van der Woning,Batter,13,37.142857142857146,35,2,140,142,71,71,0,24,47,0,Netherlands,6.5
MMA Jonkman,Batter,13,34.21052631578947,38,1,21,26,11,11,0,3,8,0,Netherlands,13.0
HIS Mendis,Batter,13,26.0,50,0,0,0,509,509,0,236,273,0,Sri Lanka,
TW Hartley,Batter,12,133.33333333333331,9,0,48,60,356,356,0,185,171,0,England,
R Dhawan,Batter,12,92.3076923076923,13,1,161,155,8,8,0,3,5,0,India,12.0
GI Maiden,Batter,12,85.71428571428571,14,0,0,0,17,17,0,6,11,0,Scotland,
LK O'Reilly,Batter,12,57.14285714285714,21,3,125,180,157,157,0,60,97,0,Ireland,4.0
S Daniel,Batter,12,41.37931034482759,29,0,0,0,353,353,0,181,172,0,Sri Lanka,
HRA Rainey,Batter,12,34.285714285714285,35,9,145,172,44,44,0,20,24,0,Scotland,1.3333333333333333
AH Maqsood,Batter,12,33.33333333333333,36,20,257,383,44,44,0,20,24,1,Scotland,0.6
S Dhamala,Batter,12,30.0,40,0,0,0,46,46,0,23,23,0,Nepal,
NS Poonia,Batter,12,28.57142857142857,42,0,0,0,26,26,0,8,18,0,Scotland,
AJ McKay,Batter,12,25.53191489361702,47,28,819,973,171,171,0,89,82,0,New Zealand,0.42857142857142855
SC Kuggeleijn,Batter,11,183.33333333333331,6,5,62,87,424,424,0,222,202,0,New Zealand,2.2
Pratis GC,Batter,11,183.33333333333331,6,2,54,93,27,27,0,14,13,0,Nepal,5.5
JJC Lawson,Batter,11,84.61538461538461,13,4,216,225,237,237,0,99,138,0,West Indies,2.75
SV Bahutule,Batter,11,84.61538461538461,13,0,24,19,51,51,0,26,25,0,India,
NGRP Jayasuriya,Batter,11,78.57142857142857,14,0,95,96,456,456,0,221,235,0,Sri Lanka,
Abul Hasan,Batter,11,68.75,16,0,245,221,319,319,0,125,194,0,Bangladesh,
Javeria Rauf,Batter,11,68.75,16,1,47,40,131,131,0,66,65,0,Pakistan,11.0
S Siegers,Batter,11,57.89473684210527,19,9,243,283,71,71,0,24,47,0,Netherlands,1.2222222222222223
Saad Ali,Batter,11,47.82608695652174,23,0,0,0,388,388,0,193,195,0,Pakistan,
MG Neser,Batter,11,37.93103448275862,29,3,239,224,506,506,0,357,149,0,Australia,3.6666666666666665
JO Ngoche,Batter,11,37.93103448275862,29,5,223,306,21,21,0,7,14,0,Kenya,2.2
L Wood,Batter,10,100.0,10,0,63,61,368,368,0,192,176,0,England,
RS Vandort,Batter,10,58.82352941176471,17,0,0,0,463,463,0,222,241,0,Sri Lanka,
JW Ogle-Thomas,Batter,10,58.82352941176471,17,0,0,0,82,82,0,38,44,0,West Indies,
Ansh Tandon,Batter,10,55.55555555555556,18,0,0,0,35,35,0,6,29,0,United Arab Emirates,
SW Currie,Batter,10,52.63157894736842,19,3,87,126,41,41,0,19,22,0,Scotland,3.3333333333333335
RO Hussain,Batter,10,50.0,20,0,0,0,21,21,0,7,14,0,Scotland,
W Jaffer,Batter,10,43.47826086956522,23,0,0,0,308,308,0,182,126,0,India,
A Martin,Batter,10,34.48275862068966,29,13,300,447,132,132,0,60,72,1,West Indies,0.7692307692307693
T Muzarabani,Batter,10,31.25,32,8,195,256,277,277,0,66,211,0,Zimbabwe,1.25
Surya Tamang,Batter,10,30.303030303030305,33,1,78,93,12,12,0,5,7,0,Nepal,10.0
TR Ambrose,Batter,10,29.411764705882355,34,0,0,0,252,252,0,134,118,0,England,
R Slater,Batter,9,90.0,10,1,35,51,37,37,0,17,20,0,Scotland,9.0
VB van Jaarsveld,Batter,9,56.25,16,0,0,0,195,195,0,120,75,0,South Africa,
E Malinga,Batter,9,47.368421052631575,19,4,132,123,341,341,0,173,168,0,Sri Lanka,2.25
Ethan D'Souza,Batter,9,42.857142857142854,21,0,0,0,30,30,0,4,26,0,United Arab Emirates,
F Kasteni,Batter,9,37.5,24,0,0,0,171,171,0,35,136,0,Zimbabwe,
H Shah,Batter,9,36.0,25,0,55,60,37,37,0,21,16,0,Nepal,
Lovepreet Singh,Batter,9,34.61538461538461,26,0,0,0,31,31,0,4,27,0,United Arab Emirates,
TR Sadhu,Batter,9,34.61538461538461,26,7,312,382,356,356,0,212,144,0,India,1.2857142857142858
D Murphy,Batter,9,32.142857142857146,28,0,0,0,16,16,0,5,11,0,Scotland,
Faisal Athar,Batter,9,23.076923076923077,39,0,0,0,61,61,0,24,37,0,Pakistan,
S Asha,Batter,8,160.0,5,5,74,107,353,353,0,212,141,0,India,1.6
Mrittunjoy Chowdhury,Batter,8,72.72727272727273,11,0,68,51,239,239,0,84,155,0,Bangladesh,
ADJ Pitcher,Batter,8,66.66666666666666,12,0,38,38,5,5,0,1,4,0,Bermuda,
BP Kruger,Batter,8,66.66666666666666,12,0,23,21,14,14,0,3,11,0,Netherlands,
VRV Singh,Batter,8,61.53846153846154,13,0,106,81,319,319,0,185,134,0,India,
SJ Elliott,Batter,8,50.0,16,0,0,0,289,289,0,199,90,0,Australia,
Dilara Akter,Batter,8,42.10526315789473,19,0,0,0,251,251,0,91,160,0,Bangladesh,
NJ Coffey,Batter,8,40.0,20,0,0,0,48,48,0,19,29,0,Ireland,
H Davids,Batter,8,32.0,25,0,0,0,109,109,0,69,40,0,South Africa,
PY Lavine,Batter,8,30.76923076923077,26,0,14,12,153,153,0,67,86,0,West Indies,
L Shetty,Batter,8,28.57142857142857,28,0,47,38,7,7,0,2,5,0,United States of America,
KH Butt,Batter,8,27.586206896551722,29,0,0,0,4,4,0,1,3,0,Hong Kong,
R Ntozakhe,Batter,8,26.666666666666668,30,21,582,912,440,440,0,273,167,0,South Africa,0.38095238095238093
RH Scholte,Batter,8,25.806451612903224,31,0,0,0,8,8,0,3,5,0,Netherlands,
N Burger,Batter,8,20.0,40,5,131,155,300,300,0,185,115,0,South Africa,1.6
DSK Madushanka,Batter,7,116.66666666666667,6,3,26,39,464,464,0,223,241,0,Sri Lanka,2.3333333333333335
GA Manou,Batter,7,116.66666666666667,6,0,0,0,220,220,0,151,69,0,Australia,
WCA Ganegama,Batter,7,87.5,8,0,61,44,318,318,0,159,159,0,Sri Lanka,
P Jayawickrama,Batter,7,58.333333333333336,12,5,178,201,416,416,0,209,207,0,Sri Lanka,1.4
DG Blampied,Batter,7,53.84615384615385,13,0,78,79,4,4,0,1,3,0,Jersey,
Nazmul Islam,Batter,7,50.0,14,6,197,218,299,299,0,119,180,0,Bangladesh,1.1666666666666667
N Rana,Batter,7,50.0,14,0,10,18,431,431,0,261,170,0,India,
Shawaal Zulfiqar,Batter,7,46.666666666666664,15,0,0,0,326,326,0,164,162,0,Pakistan,
V Shetty,Batter,7,41.17647058823529,17,0,0,0,12,12,0,1,11,0,United Arab Emirates,
Naved Latif,Batter,7,41.17647058823529,17,0,0,0,119,119,0,56,63,0,Pakistan,
M Pushpakumara,Batter,7,33.33333333333333,21,0,21,31,222,222,0,112,110,0,Sri Lanka,
Zeeshan Siddiqi,Batter,7,33.33333333333333,21,0,0,0,2,2,0,0,2,0,Canada,
Hasibul Hossain,Batter,7,30.434782608695656,23,1,121,107,64,64,0,21,43,0,Bangladesh,7.0
NA Rock,Batter,7,28.000000000000004,25,0,0,0,117,117,0,43,74,0,Ireland,
ADR Campbell,Batter,7,28.000000000000004,25,0,0,0,57,57,0,10,47,0,Zimbabwe,
D Prins,Batter,7,17.5,40,0,0,0,20,20,0,3,17,0,Netherlands,
NA Statham,Batter,7,15.555555555555555,45,0,0,0,7,7,0,3,4,0,Netherlands,
CR Foggo,Batter,6,120.0,5,0,0,0,1,1,0,1,0,0,Bermuda,
SO Dowrich,Batter,6,75.0,8,0,0,0,365,365,0,148,217,0,West Indies,
MT Chinouya,Batter,6,66.66666666666666,9,1,50,68,83,83,0,16,67,0,Zimbabwe,6.0
M Commins,Batter,6,46.15384615384615,13,0,0,0,96,96,0,35,61,0,Ireland,
SR Thadani,Batter,6,46.15384615384615,13,0,21,19,20,20,0,9,11,0,United States of America,
TJG Pringle,Batter,6,42.857142857142854,14,2,222,200,82,82,0,24,58,0,Netherlands,3.0
Shabbir Ahmed,Batter,6,40.0,15,18,586,801,293,293,0,149,144,0,Pakistan,0.3333333333333333
J Logtenberg,Batter,6,40.0,15,3,18,36,232,232,0,146,86,0,South Africa,2.0
A Wellington,Batter,6,35.294117647058826,17,17,431,546,532,532,0,372,160,0,Australia,0.35294117647058826
JE Dunford,Batter,6,35.294117647058826,17,0,0,0,4,4,0,1,3,0,Jersey,
MQ Sheikh,Batter,6,28.57142857142857,21,0,0,0,21,21,0,7,14,0,Scotland,
AK Peters,Batter,6,20.689655172413794,29,1,72,88,411,411,0,164,247,0,West Indies,6.0
Priya Mishra,Batter,6,19.35483870967742,31,16,402,412,356,356,0,212,144,0,India,0.375
Joginder Sharma,Batter,5,250.0,2,1,50,68,93,93,0,52,41,0,India,5.0
RT Lyons,Batter,5,166.66666666666669,3,1,41,62,23,23,0,8,15,0,Scotland,5.0
Naumanullah,Batter,5,125.0,4,0,0,0,234,234,0,117,117,0,Pakistan,
RT Crandon,Batter,5,55.55555555555556,9,0,0,0,154,154,0,67,87,0,West Indies,
NA Moodley,Batter,5,50.0,10,0,0,0,35,35,0,22,13,0,South Africa,
Aijaz Ali,Batter,5,45.45454545454545,11,0,0,0,2,2,0,0,2,0,United States of America,
Badal Singh,Batter,5,41.66666666666667,12,0,70,62,45,45,0,23,22,0,Oman,
RK Whelan,Batter,5,41.66666666666667,12,2,105,95,50,50,0,19,31,0,Ireland,2.5
MJ Fourie,Batter,5,38.46153846153847,13,0,52,81,50,50,0,19,31,0,Ireland,
N Fernandes,Batter,5,38.46153846153847,13,0,0,0,11,11,0,1,10,0,United Arab Emirates,
SG Whittingham,Batter,5,33.33333333333333,15,6,192,226,96,96,0,52,44,0,Scotland,0.8333333333333334
JN Hamilton,Batter,5,31.25,16,0,0,0,334,334,0,138,196,0,West Indies,
N Kruger,Batter,5,25.0,20,0,0,0,10,10,0,3,7,0,Netherlands,
K Sonavale,Batter,5,17.24137931034483,29,2,4,15,9,9,0,6,3,0,Oman,2.5
P Roy,Batter,5,14.705882352941178,34,1,28,34,254,254,0,153,101,0,India,5.0
CK Hooper,Batter,4,133.33333333333331,3,1,89,72,25,25,0,5,20,0,Canada,4.0
R Dhakal,Batter,4,100.0,4,1,75,86,12,12,0,5,7,0,Nepal,4.0
H Graham,Batter,4,80.0,5,1,30,48,464,464,0,329,135,0,Australia,4.0
Kaynat Hafeez,Batter,4,66.66666666666666,6,0,0,0,380,380,0,190,190,0,Pakistan,
T Gwandu,Batter,4,50.0,8,0,38,24,186,186,0,39,147,0,Zimbabwe,
HAPW Jayawardene,Batter,4,40.0,10,0,0,0,82,82,0,35,47,0,Sri Lanka,
SD Heazlett,Batter,4,36.36363636363637,11,0,0,0,537,537,0,374,163,0,Australia,
Sania Khan,Batter,4,33.33333333333333,12,2,76,111,34,34,0,13,21,0,Pakistan,2.0
A Munisar,Batter,4,30.76923076923077,13,0,9,7,245,245,0,101,144,0,West Indies,
H Durham,Batter,4,28.57142857142857,14,2,48,62,7,7,0,1,6,0,Bermuda,2.0
BB Seebaran,Batter,4,28.57142857142857,14,1,132,108,6,6,0,0,6,0,Canada,4.0
Rony Talukdar,Batter,4,26.666666666666668,15,0,0,0,239,239,0,84,155,0,Bangladesh,
Sufyan Mehmood,Batter,4,25.0,16,0,10,9,39,39,0,17,22,0,Oman,
Muhammad Farooq,Batter,4,25.0,16,0,68,81,17,17,0,2,15,0,United Arab Emirates,
MWA van Nierop,Batter,4,25.0,16,0,0,0,22,22,0,5,17,0,Netherlands,
Z Groenewald,Batter,4,21.052631578947366,19,6,110,151,54,54,0,25,29,0,Namibia,0.6666666666666666
VAB Tewarie,Batter,4,18.181818181818183,22,0,0,0,10,10,0,3,7,0,Netherlands,
B Stanlake,Batter,4,14.285714285714285,28,7,330,359,545,545,0,381,164,0,Australia,0.5714285714285714
Pankaj Singh,Batter,3,100.0,3,0,45,44,193,193,0,112,81,0,India,
S Sriram,Batter,3,60.0,5,3,43,56,93,93,0,52,41,0,India,1.0
DOD Rikhi,Batter,3,50.0,6,0,0,0,51,51,0,24,27,0,United States of America,
Akeem Jordan,Batter,3,50.0,6,1,57,70,275,275,0,118,157,0,West Indies,3.0
A le Breton,Batter,3,50.0,6,0,0,0,74,74,0,47,27,0,South Africa,
J Yadav,Batter,3,42.857142857142854,7,1,61,86,568,568,0,352,216,0,India,3.0
B Siddharth,Batter,3,30.0,10,2,26,57,1,1,0,1,0,0,Oman,1.5
D Soraine,Batter,3,30.0,10,1,38,55,25,25,0,5,20,0,Canada,3.0
KA Blackwell,Batter,3,27.27272727272727,11,0,0,0,289,289,0,199,90,0,Australia,
D Gamage,Batter,3,27.27272727272727,11,1,59,70,120,120,0,56,64,0,Sri Lanka,3.0
HML Madushani,Batter,3,20.0,15,0,0,0,506,506,0,236,270,0,Sri Lanka,
M Mavunga,Batter,3,20.0,15,1,31,37,190,190,0,41,149,0,Zimbabwe,3.0
Ebadat Hossain,Batter,3,16.666666666666664,18,21,453,505,249,249,0,91,158,0,Bangladesh,0.14285714285714285
O Chare,Batter,3,16.666666666666664,18,3,91,116,181,181,0,36,145,0,Zimbabwe,1.0
Sagar Pun,Batter,3,15.0,20,0,0,0,65,65,0,33,32,0,Nepal,
CK Kruger,Batter,3,14.285714285714285,21,0,0,0,4,4,0,1,3,0,Hong Kong,
A Shamshudeen,Batter,3,10.0,30,0,24,18,25,25,0,5,20,0,Canada,
Nishita Akter Nishi,Batter,2,200.0,1,3,55,102,215,215,0,78,137,0,Bangladesh,0.6666666666666666
C Prathyusha,Batter,2,66.66666666666666,3,1,60,56,437,437,0,264,173,0,India,2.0
K Gowtham,Batter,2,66.66666666666666,3,1,51,50,431,431,0,261,170,0,India,2.0
KR Sen,Batter,2,50.0,4,2,37,33,397,397,0,240,157,0,India,1.0
RJ Rolls,Batter,2,50.0,4,0,0,0,204,204,0,106,98,0,New Zealand,
LJ Hamilton,Batter,2,50.0,4,0,67,52,89,89,0,54,35,0,New Zealand,
JA Turner,Batter,2,40.0,5,2,70,70,313,313,0,161,152,0,England,1.0
U Thimashini,Batter,2,33.33333333333333,6,0,0,0,434,434,0,216,218,0,Sri Lanka,
KC Hodsoll,Batter,2,33.33333333333333,6,1,28,30,2,2,0,1,1,0,Bermuda,2.0
GH O'Brien,Batter,2,33.33333333333333,6,3,32,62,1,1,0,1,0,0,Bermuda,0.6666666666666666
JN Rhodes,Batter,2,33.33333333333333,6,0,0,0,93,93,0,58,35,0,South Africa,
JNK Shannon,Batter,2,25.0,8,0,0,0,26,26,0,10,16,0,Ireland,
D Lakshan,Batter,2,22.22222222222222,9,0,12,12,416,416,0,209,207,0,Sri Lanka,
BR Dorey,Batter,2,22.22222222222222,9,2,147,169,338,338,0,235,103,0,Australia,1.0
Fahad Nawaz,Batter,2,20.0,10,0,0,0,83,83,0,27,56,0,United Arab Emirates,
JM Willathgamuwa,Batter,2,20.0,10,3,63,94,20,20,0,9,11,0,United States of America,0.6666666666666666
Akhil Kumar,Batter,2,18.181818181818183,11,4,84,106,36,36,0,12,24,0,Canada,0.5
PG Gillespie,Batter,2,18.181818181818183,11,0,0,0,59,59,0,21,38,0,Ireland,
Tareq Aziz,Batter,2,18.181818181818183,11,2,35,53,55,55,0,21,34,0,Bangladesh,1.0
KL Rolton,Batter,2,16.666666666666664,12,0,0,0,289,289,0,199,90,0,Australia,
