,Player,Mat,Inns,Dis,Ct,St,Ct Wk,Ct Fi,MD,D/I,,Team,Start Date,End Date
482,DAJ Bracewell,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2015-08-01,2015-09-01
483,MJ Henry,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2015-08-01,2015-09-01
484,MJ McClenaghan,4,4,0,0,0,0.0,0,0.0,0.0,,New Zealand,2015-08-01,2015-09-01
485,GH Worker,2,2,0,0,0,0.0,0,0.0,0.0,,New Zealand,2015-08-01,2015-09-01
486,MS Wade,1,1,3,3,0,3.0,0,,3.0,,Australia,2015-08-01,2015-09-01
487,JA Burns,1,1,1,1,0,0.0,1,,1.0,,Australia,2015-08-01,2015-09-01
488,NM Coulter-Nile,1,1,1,1,0,0.0,1,,1.0,,Australia,2015-08-01,2015-09-01
489,PJ Cummins,1,1,1,1,0,0.0,1,,1.0,,Australia,2015-08-01,2015-09-01
490,GJ Bailey,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
491,MR Marsh,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
492,GJ Maxwell,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
493,SPD Smith,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
494,MA Starc,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
495,DA Warner,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
496,SR Watson,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-08-01,2015-09-01
497,HM Amla,3,3,3,3,0,0.0,3,,1.0,,South Africa,2015-08-01,2015-09-01
498,DA Miller,3,3,3,3,0,0.0,3,,1.0,,South Africa,2015-08-01,2015-09-01
499,RR Rossouw,3,3,2,2,0,0.0,2,,0.666,,South Africa,2015-08-01,2015-09-01
500,MN van Wyk,3,3,2,2,0,2.0,0,,0.666,,South Africa,2015-08-01,2015-09-01
501,F Behardien,3,3,1,1,0,0.0,1,,0.333,,South Africa,2015-08-01,2015-09-01
502,K Rabada,2,2,1,1,0,0.0,1,,0.5,,South Africa,2015-08-01,2015-09-01
503,KJ Abbott,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
504,AB de Villiers,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
505,Imran Tahir,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
506,AM Phangiso,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
507,VD Philander,2,2,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
508,DW Steyn,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
509,D Wiese,3,3,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-08-01,2015-09-01
510,Imad Wasim,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2015-09-01,2015-10-01
511,Mohammad Hafeez,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2015-09-01,2015-10-01
512,Mohammad Rizwan,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2015-09-01,2015-10-01
513,Shoaib Malik,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2015-09-01,2015-10-01
514,Aamer Yamin,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
515,Ahmed Shehzad,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
516,Azhar Ali,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
517,Mohammad Irfan,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
518,Sarfaraz Ahmed,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
519,Wahab Riaz,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
520,Yasir Shah,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-09-01,2015-10-01
521,JM Bairstow,3,3,5,5,0,5.0,0,,1.666,,England,2015-09-01,2015-10-01
522,BA Stokes,5,5,3,3,0,0.0,3,,0.6,,England,2015-09-01,2015-10-01
523,CR Woakes,3,3,3,3,0,0.0,3,,1.0,,England,2015-09-01,2015-10-01
524,JC Buttler,2,2,2,2,0,2.0,0,,1.0,,England,2015-09-01,2015-10-01
525,LE Plunkett,3,3,2,2,0,0.0,2,,0.666,,England,2015-09-01,2015-10-01
526,AU Rashid,5,5,2,2,0,0.0,2,,0.4,,England,2015-09-01,2015-10-01
527,JJ Roy,5,5,2,2,0,0.0,2,,0.4,,England,2015-09-01,2015-10-01
528,ST Finn,3,3,1,1,0,0.0,1,,0.333,,England,2015-09-01,2015-10-01
529,EJG Morgan,5,5,1,1,0,0.0,1,,0.2,,England,2015-09-01,2015-10-01
530,JWA Taylor,5,5,1,1,0,0.0,1,,0.2,,England,2015-09-01,2015-10-01
531,DJ Willey,2,2,1,1,0,0.0,1,,0.5,,England,2015-09-01,2015-10-01
532,MM Ali,5,5,0,0,0,0.0,0,0.0,0.0,,England,2015-09-01,2015-10-01
533,AD Hales,5,5,0,0,0,0.0,0,0.0,0.0,,England,2015-09-01,2015-10-01
534,RJW Topley,1,1,0,0,0,0.0,0,0.0,0.0,,England,2015-09-01,2015-10-01
535,MA Wood,3,3,0,0,0,0.0,0,0.0,0.0,,England,2015-09-01,2015-10-01
536,MS Wade,5,5,10,10,0,10.0,0,,2.0,,Australia,2015-09-01,2015-10-01
537,GJ Maxwell,5,5,5,5,0,0.0,5,,1.0,,Australia,2015-09-01,2015-10-01
538,MR Marsh,5,5,4,4,0,0.0,4,,0.8,,Australia,2015-09-01,2015-10-01
539,AC Agar,2,2,2,2,0,0.0,2,,1.0,,Australia,2015-09-01,2015-10-01
540,AJ Finch,3,3,2,2,0,0.0,2,,0.666,,Australia,2015-09-01,2015-10-01
541,JA Burns,5,5,1,1,0,0.0,1,,0.2,,Australia,2015-09-01,2015-10-01
542,NM Coulter-Nile,2,2,1,1,0,0.0,1,,0.5,,Australia,2015-09-01,2015-10-01
543,JL Pattinson,2,2,1,1,0,0.0,1,,0.5,,Australia,2015-09-01,2015-10-01
544,SPD Smith,5,5,1,1,0,0.0,1,,0.2,,Australia,2015-09-01,2015-10-01
545,MA Starc,4,4,1,1,0,0.0,1,,0.25,,Australia,2015-09-01,2015-10-01
546,DA Warner,2,2,1,1,0,0.0,1,,0.5,,Australia,2015-09-01,2015-10-01
547,SR Watson,2,2,1,1,0,0.0,1,,0.5,,Australia,2015-09-01,2015-10-01
548,GJ Bailey,5,5,0,0,0,0.0,0,0.0,0.0,,Australia,2015-09-01,2015-10-01
549,PJ Cummins,5,5,0,0,0,0.0,0,0.0,0.0,,Australia,2015-09-01,2015-10-01
550,JW Hastings,2,2,0,0,0,0.0,0,0.0,0.0,,Australia,2015-09-01,2015-10-01
551,MP Stoinis,1,1,0,0,0,0.0,0,0.0,0.0,,Australia,2015-09-01,2015-10-01
552,MS Dhoni,5,5,11,8,3,8.0,0,,2.2,,India,2015-10-01,2015-11-01
553,V Kohli,5,5,4,4,0,0.0,4,,0.8,,India,2015-10-01,2015-11-01
554,SK Raina,5,5,4,4,0,0.0,4,,0.8,,India,2015-10-01,2015-11-01
555,AM Rahane,5,5,3,3,0,0.0,3,,0.6,,India,2015-10-01,2015-11-01
556,S Dhawan,5,5,1,1,0,0.0,1,,0.2,,India,2015-10-01,2015-11-01
557,B Kumar,5,5,1,1,0,0.0,1,,0.2,,India,2015-10-01,2015-11-01
558,AR Patel,4,4,1,1,0,0.0,1,,0.25,,India,2015-10-01,2015-11-01
559,MM Sharma,4,4,1,1,0,0.0,1,,0.25,,India,2015-10-01,2015-11-01
560,R Ashwin,1,1,0,0,0,0.0,0,0.0,0.0,,India,2015-10-01,2015-11-01
561,STR Binny,1,1,0,0,0,0.0,0,0.0,0.0,,India,2015-10-01,2015-11-01
562,Harbhajan Singh,4,4,0,0,0,0.0,0,0.0,0.0,,India,2015-10-01,2015-11-01
563,A Mishra,4,4,0,0,0,0.0,0,0.0,0.0,,India,2015-10-01,2015-11-01
564,RG Sharma,5,5,0,0,0,0.0,0,0.0,0.0,,India,2015-10-01,2015-11-01
565,UT Yadav,2,2,0,0,0,0.0,0,0.0,0.0,,India,2015-10-01,2015-11-01
566,Mohammad Hafeez,3,3,4,4,0,0.0,4,,1.333,,Pakistan,2015-10-01,2015-11-01
567,Sarfaraz Ahmed,3,3,3,3,0,3.0,0,,1.0,,Pakistan,2015-10-01,2015-11-01
568,Bilal Asif,2,2,2,2,0,0.0,2,,1.0,,Pakistan,2015-10-01,2015-11-01
569,Mohammad Rizwan,3,3,2,2,0,0.0,2,,0.666,,Pakistan,2015-10-01,2015-11-01
570,Imad Wasim,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2015-10-01,2015-11-01
571,Mohammad Irfan,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2015-10-01,2015-11-01
572,Shoaib Malik,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2015-10-01,2015-11-01
573,Aamer Yamin,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-10-01,2015-11-01
574,Ahmed Shehzad,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-10-01,2015-11-01
575,Asad Shafiq,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-10-01,2015-11-01
576,Azhar Ali,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-10-01,2015-11-01
577,Wahab Riaz,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-10-01,2015-11-01
578,Yasir Shah,2,2,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-10-01,2015-11-01
579,Mohammad Shahzad,5,5,6,3,3,3.0,0,,1.2,,Afghanistan,2015-10-01,2015-11-01
580,Samiullah Shinwari,5,5,4,4,0,0.0,4,,0.8,,Afghanistan,2015-10-01,2015-11-01
581,Najibullah Zadran,3,3,3,3,0,0.0,3,,1.0,,Afghanistan,2015-10-01,2015-11-01
582,Noor Ali Zadran,5,5,2,2,0,0.0,2,,0.4,,Afghanistan,2015-10-01,2015-11-01
583,Amir Hamza,5,5,1,1,0,0.0,1,,0.2,,Afghanistan,2015-10-01,2015-11-01
584,Mohammad Nabi,5,5,1,1,0,0.0,1,,0.2,,Afghanistan,2015-10-01,2015-11-01
585,Nawroz Mangal,4,4,1,1,0,0.0,1,,0.25,,Afghanistan,2015-10-01,2015-11-01
586,Rashid Khan,4,4,1,1,0,0.0,1,,0.25,,Afghanistan,2015-10-01,2015-11-01
587,Aftab Alam,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2015-10-01,2015-11-01
588,Asghar Afghan,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2015-10-01,2015-11-01
589,Dawlat Zadran,5,5,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2015-10-01,2015-11-01
590,Mirwais Ashraf,2,2,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2015-10-01,2015-11-01
591,Shafiqullah,3,3,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2015-10-01,2015-11-01
592,Shapoor Zadran,1,1,0,0,0,0.0,0,0.0,0.0,,Afghanistan,2015-10-01,2015-11-01
593,Q de Kock,5,5,7,7,0,7.0,0,,1.4,,South Africa,2015-10-01,2015-11-01
594,DA Miller,5,5,6,6,0,0.0,6,,1.2,,South Africa,2015-10-01,2015-11-01
595,AB de Villiers,5,5,3,3,0,1.0,2,,0.6,,South Africa,2015-10-01,2015-11-01
596,JP Duminy,3,3,3,3,0,0.0,3,,1.0,,South Africa,2015-10-01,2015-11-01
597,HM Amla,5,5,2,2,0,0.0,2,,0.4,,South Africa,2015-10-01,2015-11-01
598,Imran Tahir,5,5,2,2,0,0.0,2,,0.4,,South Africa,2015-10-01,2015-11-01
599,F Behardien,5,5,1,1,0,0.0,1,,0.2,,South Africa,2015-10-01,2015-11-01
600,F du Plessis,5,5,1,1,0,0.0,1,,0.2,,South Africa,2015-10-01,2015-11-01
601,M Morkel,3,3,1,1,0,0.0,1,,0.333,,South Africa,2015-10-01,2015-11-01
602,K Rabada,5,5,1,1,0,0.0,1,,0.2,,South Africa,2015-10-01,2015-11-01
603,DW Steyn,5,5,1,1,0,0.0,1,,0.2,,South Africa,2015-10-01,2015-11-01
604,KJ Abbott,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-10-01,2015-11-01
605,D Elgar,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-10-01,2015-11-01
606,CH Morris,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-10-01,2015-11-01
607,AM Phangiso,1,1,0,0,0,0.0,0,0.0,0.0,,South Africa,2015-10-01,2015-11-01
608,Sarfaraz Ahmed,4,4,4,1,3,1.0,0,,1.0,,Pakistan,2015-11-01,2015-12-01
609,Babar Azam,4,4,3,3,0,0.0,3,,0.75,,Pakistan,2015-11-01,2015-12-01
610,Shoaib Malik,4,4,3,3,0,0.0,3,,0.75,,Pakistan,2015-11-01,2015-12-01
611,Ahmed Shehzad,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2015-11-01,2015-12-01
612,Azhar Ali,4,4,1,1,0,0.0,1,,0.25,,Pakistan,2015-11-01,2015-12-01
613,Iftikhar Ahmed,2,2,1,1,0,0.0,1,,0.5,,Pakistan,2015-11-01,2015-12-01
614,Mohammad Rizwan,3,3,1,1,0,0.0,1,,0.333,,Pakistan,2015-11-01,2015-12-01
615,Younis Khan,1,1,1,1,0,0.0,1,,1.0,,Pakistan,2015-11-01,2015-12-01
616,Anwar Ali,4,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
617,Bilal Asif,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
618,Mohammad Hafeez,4,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
619,Mohammad Irfan,4,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
620,Wahab Riaz,4,4,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
621,Yasir Shah,3,3,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
622,Zafar Gohar,1,1,0,0,0,0.0,0,0.0,0.0,,Pakistan,2015-11-01,2015-12-01
623,Nasir Hossain,3,3,5,5,0,0.0,5,,1.666,,Bangladesh,2015-11-01,2015-12-01
624,Mushfiqur Rahim,3,3,4,3,1,3.0,0,,1.333,,Bangladesh,2015-11-01,2015-12-01
625,Sabbir Rahman,3,3,3,3,0,0.0,3,,1.0,,Bangladesh,2015-11-01,2015-12-01
626,Imrul Kayes,2,2,2,2,0,0.0,2,,1.0,,Bangladesh,2015-11-01,2015-12-01
627,Arafat Sunny,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2015-11-01,2015-12-01
628,Litton Das,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2015-11-01,2015-12-01
629,Mashrafe Mortaza,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2015-11-01,2015-12-01
630,Mustafizur Rahman,3,3,1,1,0,0.0,1,,0.333,,Bangladesh,2015-11-01,2015-12-01
631,Al-Amin Hossain,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2015-11-01,2015-12-01
632,Mahmudullah,3,3,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2015-11-01,2015-12-01
633,Shakib Al Hasan,1,1,0,0,0,0.0,0,0.0,0.0,,Bangladesh,2015-11-01,2015-12-01
